,id,avg_writer_rating
129,5648,7.2
130,5658,7.4
131,5686,7.6
132,5726,9.2
133,5916,7.05
134,5966,7.3
135,5984,5.45
136,6034,6.9
137,6052,3.2
138,6084,7.3
139,6244,7.6
140,6280,6.4
141,6284,5.73333333333
142,6321,4.8
143,6346,5.8
144,6354,6.8
145,6360,7.6
146,6431,7.7
147,6481,6.0
148,6503,10.0
149,6535,6.4
150,6552,5.7
151,6582,6.7
152,6587,4.8
153,6714,6.51538461538
154,6718,3.6
155,6734,6.1
156,6743,7.04
157,6753,5.5
158,6764,6.1
159,6781,7.8
160,6794,5.7
161,6827,7.35
162,6860,3.6
163,6868,5.5
164,6869,8.3
165,6871,7.5
166,6928,5.0
167,6971,7.4
168,6987,6.13333333333
169,6992,7.7
170,7005,2.7
171,7006,7.3
172,7014,5.5
173,7027,6.65
174,7037,5.2
175,7085,4.2
176,7102,3.6
177,7123,6.0
178,7129,6.6
179,7141,6.5
180,7161,7.2
181,7163,9.2
182,7214,5.9
183,7215,5.3
184,7231,7.02
185,7258,5.36
186,7283,5.9
187,7310,6.25
188,7323,5.475
189,7333,5.1
190,7360,8.85
191,7417,6.5
192,7427,6.08
193,7435,8.3
194,7579,7.3
195,7585,5.6
196,7614,7.4
197,7637,6.6
198,7868,8.63333333333
199,7894,6.7
200,7929,4.9
201,7946,6.88333333333
202,7996,7.2
203,8034,6.125
204,8035,7.7
205,8083,6.4
206,8116,6.4
207,8261,5.2
208,8374,4.7
209,8408,7.9
210,8410,7.8
211,8429,8.2
212,8455,7.3
213,8573,7.0
214,8584,4.9
215,8609,7.1
216,8613,3.7
217,8629,5.4
218,8788,8.15
219,8850,6.8
220,8961,8.9
221,9007,8.7
222,9042,6.65
223,9080,6.29824561404
224,9081,5.7
225,9083,6.2
226,9119,7.1
227,9127,7.1
228,9172,6.9
229,9173,8.1
230,9190,8.1
231,9224,5.7
232,9256,7.3
233,9315,7.4
234,9333,6.3
235,9389,6.6
236,9434,6.79230769231
237,9496,7.2
238,9501,7.93333333333
239,9502,7.75
240,9509,6.2
241,9534,7.33333333333
242,9566,7.06666666667
243,9625,7.76666666667
244,9626,4.1
245,9652,5.8
246,9657,5.9
247,9675,5.6
248,9712,7.3
249,9730,6.5
250,9752,8.9
251,9845,6.56666666667
252,9864,4.1
253,9873,7.4
254,9919,7.5
255,9933,6.4
256,10031,6.53333333333
257,10050,5.7
258,10171,7.25
259,10236,8.7
260,10250,6.01666666667
261,10256,4.4
262,10312,6.2
263,10330,7.45
264,10500,3.95
265,10541,3.7
266,10542,4.6
267,10603,3.2
268,10642,9.4
269,10695,8.4
270,10743,6.1
271,10803,6.28181818182
272,10820,6.95
273,10836,6.98787878788
274,10848,6.56666666667
275,10883,5.2
276,10922,5.8
277,10931,6.6
278,10973,7.8
279,11003,6.6
280,11099,3.6
281,11106,6.54
282,11120,8.5
283,11145,5.6
284,11162,5.7
285,11209,5.525
286,11277,8.0
287,11289,6.75714285714
288,11290,8.5
289,11294,6.88
290,11326,6.5
291,11400,7.5
292,11490,4.65
293,11552,5.4
294,11567,6.43333333333
295,11576,6.6
296,11597,4.6
297,11620,8.3
298,11679,7.2
299,11697,7.33333333333
300,11728,9.5
301,11845,4.8
302,11940,7.35
303,12003,5.6
304,12114,6.3
305,12153,6.5
306,12184,5.12857142857
307,12244,6.5
308,12290,6.3
309,12293,5.93333333333
310,12307,6.8
311,12328,6.7
312,12337,5.7
313,12361,4.6
314,12415,4.6
315,12535,7.3
316,12542,5.2
317,12697,6.76666666667
318,12719,3.2
319,12780,7.8
320,12806,5.6
321,12812,9.0
322,12844,6.2
323,12862,5.1
324,12910,6.5
325,12981,7.45
326,13039,5.66
327,13133,7.36666666667
328,13198,6.7
329,13204,8.7
330,13258,2.8
331,13259,8.21111111111
332,13296,6.93333333333
333,13349,8.1
334,13394,6.6
335,13437,8.0
336,13487,8.4
337,13498,5.2
338,13499,5.36666666667
339,13508,7.4
340,13566,7.8
341,13626,4.7
342,13712,5.6
343,13727,8.68
344,13741,6.76666666667
345,13755,8.5
346,13817,2.28
347,13821,6.85714285714
348,13885,5.85
349,13951,3.725
350,14064,7.7
351,14074,8.0
352,14152,7.0
353,14180,6.7
354,14262,6.525
355,14287,7.7
356,14334,5.2
357,14431,5.5
358,14447,7.0
359,14526,6.3
360,14679,8.5
361,14814,4.4
362,14835,5.1
363,14871,8.1
364,14885,8.0
365,14917,8.6
366,15026,6.5
367,15040,5.7
368,15090,7.15
369,15146,5.24
370,15222,7.5
371,15245,7.1
372,15263,6.4
373,15277,4.9
374,15294,6.5
375,15345,7.3
376,15391,3.2
377,15448,5.7
378,15450,4.4
379,15500,7.74285714286
380,15507,6.95
381,15520,6.96666666667
382,15522,6.3
383,15675,8.2
384,15705,9.8
385,15709,8.2
386,15748,5.93333333333
387,15752,6.6
388,15788,7.36666666667
389,15799,5.7275
390,15815,3.96
391,15823,4.34
392,15841,4.7
393,15851,6.44
394,15855,7.8
395,15879,7.0
396,15898,6.91111111111
397,15912,4.75
398,16030,4.3
399,16083,7.1
400,16114,6.5
401,16115,6.975
402,16118,5.875
403,16121,6.32
404,16127,3.0
405,16131,10.0
406,16144,8.0
407,16206,5.5
408,16212,5.0
409,16274,5.8
410,16289,6.96666666667
411,16298,8.26666666667
412,16313,5.76666666667
413,16314,7.8
414,16386,3.8
415,16449,6.6
416,16510,6.875
417,16528,6.7
418,16613,7.3
419,16647,6.2
420,16725,6.95
421,16734,7.18333333333
422,16737,6.4
423,16779,6.3
424,16804,9.3
425,16861,7.26666666667
426,16865,5.7
427,16876,5.83
428,16946,6.6
429,16979,5.6
430,17007,5.8
431,17008,5.8
432,17088,5.5
433,17140,7.4
434,17186,4.5
435,17193,4.7
436,17231,7.0
437,17309,7.86666666667
438,17312,6.2
439,17332,7.3
440,17337,9.3
441,17338,9.3
442,17340,9.3
443,17406,5.0
444,17423,5.87777777778
445,17433,7.7
446,17439,7.1
447,17527,5.75
448,17583,7.63333333333
449,17646,8.0
450,17873,6.5
451,17877,7.0
452,17903,6.3
453,17945,5.16
454,17947,6.7
455,17971,8.2
456,18226,5.4
457,18261,5.6
458,18286,6.3
459,18381,7.26666666667
460,18392,7.4
461,18402,5.9
462,18413,6.7
463,18418,6.85
464,18430,6.3
465,18478,3.05
466,18558,8.25
467,18639,6.2
468,18652,7.9
469,18729,10.0
470,18735,6.33333333333
471,18743,4.86
472,18813,6.33333333333
473,18885,5.05
474,18977,7.9
475,19009,4.55
476,19070,3.95
477,19094,8.8
478,19197,6.9125
479,19287,7.8
480,19340,4.78333333333
481,19349,9.2
482,19412,5.3
483,19464,7.09375
484,19503,5.6
485,19540,7.26666666667
486,19597,7.5
487,19603,5.6
488,19695,6.83333333333
489,19748,5.2
490,19812,5.9
491,19833,7.1
492,19840,8.8
493,19845,5.23333333333
494,19894,7.1
495,19953,4.5
496,19966,6.35
497,20058,7.2
498,20085,5.73333333333
499,20171,5.6
500,20236,7.2
501,20239,3.55
502,20240,6.5
503,20335,5.0
504,20370,5.4375
505,20371,5.53333333333
506,20503,6.6
507,20536,6.5
508,20581,7.7
509,20596,6.58
510,20607,5.0
511,20632,5.65
512,20669,2.9
513,20724,5.9
514,20731,7.8
515,20783,7.15
516,20795,4.99230769231
517,20852,7.2
518,20926,6.06666666667
519,20953,5.8
520,20997,5.8
521,21071,6.1
522,21080,5.81666666667
523,21122,10.0
524,21143,7.4
525,21149,6.79090909091
526,21180,6.2
527,21221,7.91666666667
528,21229,5.84
529,21243,6.7
530,21245,6.4
531,21251,6.85
532,21282,6.9
533,21309,6.4
534,21348,3.5
535,21357,6.8
536,21441,6.75
537,21478,7.0
538,21534,8.4
539,21546,7.1
540,21553,8.2
541,21573,6.5
542,21682,8.3
543,21720,4.125
544,21738,6.4
545,21753,5.8
546,21883,4.3
547,21936,7.1
548,21967,5.4
549,22001,8.6
550,22038,7.95
551,22042,7.45
552,22105,8.2
553,22117,3.7
554,22136,6.85
555,22315,8.1
556,22329,8.2
557,22351,5.8
558,22360,6.1
559,22373,5.75
560,22386,8.4
561,22389,6.80909090909
562,22416,7.6
563,22461,5.88
564,22480,5.53333333333
565,22491,6.9
566,22548,7.17777777778
567,22568,7.5
568,22575,6.3
569,22634,6.7
570,22724,4.1
571,22745,8.7
572,22755,7.65
573,22776,4.9
574,22778,9.2
575,22796,8.1
576,22968,6.9
577,23002,7.3
578,23003,5.6
579,23011,5.26
580,23024,5.675
581,23049,7.1
582,23060,6.65
583,23093,6.9
584,23112,5.4
585,23219,4.2
586,23292,5.16
587,23294,5.56
588,23372,8.0
589,23400,4.65
590,23532,5.525
591,23565,6.4
592,23719,4.6
593,23720,7.6
594,23748,8.2
595,23755,7.9
596,23877,4.85
597,23957,4.85
598,23979,8.5
599,24073,7.1
600,24179,6.9
601,24273,6.6
602,24302,5.8
603,24379,6.42
604,24394,7.6
605,24417,6.3
606,24506,9.3
607,24656,4.05
608,24711,7.1
609,24757,6.56666666667
610,24761,7.2
611,24783,7.53333333333
612,24824,8.8
613,24832,5.3
614,24934,6.15555555556
615,25234,8.6
616,25312,7.5
617,25343,6.5724137931
618,25352,2.2
619,25386,6.3
620,25420,6.9
621,25494,7.35
622,25536,7.08333333333
623,25551,9.0
624,25576,7.25
625,25599,2.9
626,25631,5.9
627,25653,6.56666666667
628,25654,7.6
629,25708,4.96666666667
630,25712,8.3
631,25730,6.75555555556
632,25779,8.3
633,25781,9.4
634,25782,4.51666666667
635,25788,3.6
636,25796,7.2
637,25850,6.27142857143
638,25870,5.9
639,25881,6.4
640,25900,6.3
641,25933,3.4
642,25937,6.2
643,25943,6.4
644,26040,1.7
645,26070,8.3
646,26077,5.825
647,26079,8.1
648,26128,7.3
649,26161,6.9
650,26208,6.0
651,26218,8.0
652,26273,8.1
653,26276,7.0
654,26298,7.85
655,26303,7.38181818182
656,26314,6.59897959184
657,26318,6.8
658,26348,6.6
659,26350,6.85365853659
660,26375,7.67777777778
661,26397,6.7
662,26410,7.4
663,26466,6.9
664,26511,5.96666666667
665,26517,5.78181818182
666,26538,5.6
667,26541,6.06
668,26559,8.5
669,26579,7.05384615385
670,26593,6.7
671,26642,5.6
672,26676,8.3
673,26684,8.8
674,26775,7.5
675,27086,6.46666666667
676,27139,7.1
677,27140,6.4
678,27149,6.7
679,27172,4.4
680,27178,7.55
681,27198,5.5
682,27216,2.1
683,27247,6.1
684,27278,3.5
685,27284,6.9
686,27325,6.9
687,27352,8.2
688,27359,5.4
689,27404,8.21428571429
690,27450,8.2
691,27463,4.8
692,27496,3.475
693,27506,6.50416666667
694,27512,6.05
695,27521,6.1
696,27541,7.03333333333
697,27557,6.9
698,27571,7.5
699,27581,7.5
700,27601,4.4
701,27673,6.78
702,27696,6.47692307692
703,27809,6.83333333333
704,27880,6.2
705,27913,7.06666666667
706,27986,6.325
707,28021,7.2
708,28036,9.6
709,28063,5.4
710,28067,8.8
711,28083,7.63333333333
712,28119,8.7
713,28143,7.15833333333
714,28340,6.1
715,28364,7.5
716,28432,8.4
717,28468,7.65
718,28484,8.0
719,28504,8.1
720,28636,6.75
721,28656,7.1
722,28671,6.8
723,28689,9.6
724,28744,7.5
725,28819,6.8
726,28911,7.4
727,28933,3.8
728,29052,5.0
729,29098,5.8
730,29236,7.3
731,29294,6.2
732,29353,8.5
733,29358,3.3
734,29365,6.1
735,29389,7.3
736,29435,4.76666666667
737,29437,6.5
738,29513,7.85
739,29529,5.2
740,29629,8.2
741,29661,6.4
742,29713,6.76
743,29754,5.1
744,29839,8.7
745,29892,6.58
746,29913,5.9
747,30045,4.82857142857
748,30081,7.8
749,30141,6.0
750,30241,6.6
751,30299,6.3
752,30304,3.75
753,30405,5.8
754,30424,6.325
755,30475,6.0
756,30499,7.6
757,30506,6.4
758,30538,8.4
759,30560,8.1
760,30610,7.2
761,30612,6.6
762,30630,6.7
763,30632,7.4
764,30635,6.7
765,30652,4.9
766,30722,6.0
767,30751,8.2
768,30787,5.25714285714
769,30814,7.7
770,30840,6.54166666667
771,30851,8.4
772,30889,6.55
773,30899,5.96
774,30929,5.9
775,30936,8.4
776,30947,8.8
777,30962,3.85555555556
778,30965,7.5
779,30968,7.6
780,30971,5.92
781,30994,4.9
782,31061,9.0
783,31140,5.4
784,31144,3.5
785,31195,7.45
786,31250,6.2
787,31277,6.6
788,31288,9.2
789,31312,7.0
790,31313,6.3
791,31361,5.0
792,31441,5.3
793,31461,5.2
794,31576,3.98
795,31730,5.3
796,31733,7.2
797,31740,5.5
798,31798,6.26666666667
799,31828,5.052
800,31925,6.66666666667
801,31935,6.68333333333
802,31968,6.8
803,32024,6.3
804,32075,7.1
805,32153,3.6
806,32156,6.9
807,32172,5.8
808,32194,6.54
809,32220,4.6
810,32290,7.15
811,32327,8.0
812,32328,4.4
813,32330,5.5
814,32394,5.25
815,32424,3.6
816,32432,7.8
817,32436,7.0
818,32488,7.1
819,32513,4.5
820,32567,8.1
821,32654,7.9
822,32686,7.45
823,32762,8.34
824,32763,7.0
825,32894,6.7
826,32942,5.8
827,32980,4.1
828,33062,6.47142857143
829,33082,5.5
830,33111,6.3
831,33128,7.0
832,33180,5.6
833,33319,5.8
834,33341,6.6
835,33392,7.0
836,33398,6.79861111111
837,33420,7.85
838,33424,6.4
839,33427,8.85
840,33460,5.68
841,33509,6.35
842,33555,5.0
843,33578,6.08
844,33579,5.5
845,33627,5.7
846,33673,8.3
847,33715,7.11428571429
848,33718,6.2
849,33775,6.4
850,33844,5.5
851,33876,7.76666666667
852,33963,2.2
853,33975,3.8
854,33982,4.6
855,33983,3.25
856,34015,6.6
857,34063,8.2
858,34099,6.33333333333
859,34107,6.53636363636
860,34136,5.9
861,34144,6.8
862,34183,6.9
863,34201,6.525
864,34277,6.1
865,34287,6.2
866,34303,7.0
867,34316,8.0
868,34330,4.4
869,34403,8.1
870,34409,4.0
871,34418,5.6125
872,34465,5.1
873,34524,7.0
874,34557,5.4
875,34582,7.8
876,34584,9.0
877,34626,7.1
878,34639,5.2
879,34640,6.5
880,34732,3.95
881,34752,6.41363636364
882,34785,8.6
883,34873,7.2
884,34886,7.15
885,34949,6.7
886,35001,6.88
887,35020,6.9
888,35192,2.6
889,35222,6.8
890,35236,5.68
891,35274,5.8
892,35315,5.9
893,35369,7.2
894,35411,8.1
895,35423,5.3
896,35427,6.45
897,35499,6.24516129032
898,35539,7.93333333333
899,35545,7.0
900,35560,5.3
901,35700,5.9
902,35807,6.56666666667
903,35957,8.4
904,36076,5.5
905,36084,4.06666666667
906,36133,8.0
907,36287,7.0
908,36449,8.3
909,36540,6.75
910,36563,3.2
911,36608,5.4
912,36660,6.1
913,36683,6.85
914,36717,5.7
915,36799,8.5
916,36804,5.0
917,36831,6.5
918,36847,5.2
919,36947,5.9
920,36988,7.1
921,37013,6.05
922,37036,6.2
923,37050,8.0
924,37055,4.95
925,37080,7.5
926,37234,5.8
927,37239,6.13333333333
928,37243,6.025
929,37270,7.0
930,37295,7.5
931,37331,6.9
932,37332,7.0
933,37333,4.8
934,37341,4.6
935,37369,6.3
936,37382,5.2
937,37452,7.2
938,37516,6.23333333333
939,37550,6.9
940,37609,7.9
941,37630,4.75
942,37632,6.36666666667
943,37712,7.1
944,37750,5.25
945,37753,7.2
946,37784,7.2
947,37804,7.33333333333
948,37903,6.85
949,37920,7.2
950,37942,6.2
951,38006,6.7
952,38020,8.9
953,38028,4.475
954,38065,6.03333333333
955,38066,7.0
956,38113,8.6
957,38127,5.8
958,38190,5.2
959,38204,6.9
960,38224,5.5
961,38271,5.5
962,38276,6.7
963,38326,7.2
964,38358,5.76
965,38394,7.6
966,38400,7.15
967,38474,7.8
968,38543,8.6
969,38575,6.7
970,38737,5.9
971,38738,6.55882352941
972,38741,7.4
973,38773,6.9
974,38777,7.3
975,38788,6.4
976,38806,7.34285714286
977,38815,7.9
978,38839,8.5
979,38885,8.75
980,38928,5.8
981,38939,4.975
982,38948,5.9
983,38954,7.15
984,38976,6.6
985,38990,7.93333333333
986,39014,5.8
987,39053,6.6
988,39106,7.8
989,39182,7.15
990,39320,7.1
991,39361,5.36666666667
992,39419,7.6
993,39429,7.2
994,39465,5.7
995,39479,6.93
996,39503,8.9
997,39513,6.2
998,39584,4.8
999,39598,7.9
1000,39657,5.8
1001,39668,5.7
1002,39675,7.23333333333
1003,39794,3.7
1004,39823,3.7
1005,39897,7.15
1006,39963,6.3
1007,39974,4.6
1008,39996,7.02
1009,40024,5.7
1010,40082,5.2
1011,40105,7.2
1012,40107,6.0
1013,40133,8.2
1014,40245,7.5
1015,40298,5.7
1016,40347,7.3
1017,40379,7.55
1018,40474,7.95
1019,40490,7.95
1020,40500,5.4
1021,40592,7.4
1022,40667,7.6
1023,40692,8.3
1024,40698,6.1619047619
1025,40864,8.63333333333
1026,40874,7.9
1027,40881,5.8
1028,41176,6.7
1029,41191,6.47
1030,41195,5.96666666667
1031,41216,6.61538461538
1032,41228,6.1
1033,41309,7.93333333333
1034,41363,5.3
1035,41485,3.85
1036,41540,5.8
1037,41585,6.67857142857
1038,41617,5.79
1039,41715,4.8
1040,41822,6.3
1041,41876,6.46666666667
1042,41888,5.63333333333
1043,41898,6.9
1044,41971,5.4
1045,42124,8.93333333333
1046,42136,5.4
1047,42217,9.5
1048,42225,7.9
1049,42321,5.4
1050,42378,5.75
1051,42381,8.32
1052,42419,5.7
1053,42468,9.2
1054,42484,3.96666666667
1055,42490,8.0
1056,42541,7.1
1057,42549,4.7
1058,42569,5.6
1059,42601,5.0
1060,42659,3.6
1061,42668,6.9
1062,42674,5.7
1063,42798,8.63333333333
1064,42811,6.85
1065,42821,6.3
1066,42834,5.4
1067,42860,5.8
1068,42891,7.4
1069,42913,6.2
1070,42928,9.3
1071,42957,6.884375
1072,42967,8.0
1073,42970,6.4
1074,42991,6.06363636364
1075,43002,7.4
1076,43052,7.8
1077,43110,7.62222222222
1078,43160,7.1
1079,43172,8.0
1080,43178,7.36666666667
1081,43213,5.77058823529
1082,43301,7.9
1083,43328,8.6
1084,43363,7.1
1085,43400,6.4
1086,43437,5.2
1087,43473,8.0
1088,43512,7.3
1089,43541,3.6
1090,43543,7.4
1091,43612,8.1
1092,43618,8.3
1093,43623,6.025
1094,43683,6.03333333333
1095,43687,8.42
1096,43749,5.5
1097,43847,6.9
1098,43857,5.4
1099,44233,6.1
1100,44240,5.8
1101,44343,6.3
1102,44372,6.4
1103,44438,7.7
1104,44457,6.6
1105,44480,4.9
1106,44493,5.8
1107,44530,8.0
1108,44539,6.81754385965
1109,44569,7.8
1110,44617,4.6
1111,44623,7.1
1112,44658,6.0
1113,44678,6.2
1114,44699,7.3
1115,44703,6.35
1116,44776,6.8
1117,44800,8.6
1118,44848,8.6
1119,44903,6.075
1120,44909,5.8
1121,44939,3.9
1122,44940,8.8
1123,44977,7.05
1124,44998,5.85714285714
1125,45041,6.51666666667
1126,45050,7.1
1127,45149,5.9
1128,45164,5.73333333333
1129,45198,7.9
1130,45220,7.2
1131,45371,3.8
1132,45394,8.4
1133,45421,7.34
1134,45423,7.4
1135,45459,7.35
1136,45481,5.55714285714
1137,45528,8.5
1138,45569,8.0
1139,45588,5.15
1140,45676,5.5
1141,45704,6.4
1142,45766,6.15
1143,45772,8.6
1144,45786,6.15
1145,45803,5.90555555556
1146,45804,6.35
1147,45860,6.53333333333
1148,45869,6.15
1149,45884,5.1
1150,45886,8.6
1151,45890,8.3
1152,45908,6.65
1153,45972,5.9
1154,46022,7.5
1155,46224,6.4
1156,46256,8.1
1157,46262,5.8
1158,46345,6.6
1159,46370,6.0
1160,46467,7.9
1161,46485,5.78571428571
1162,46597,7.6
1163,46602,6.22195121951
1164,46622,7.25
1165,46665,5.98
1166,46826,7.0
1167,46870,5.7
1168,47040,6.8
1169,47068,6.15
1170,47080,6.1
1171,47085,7.5
1172,47088,4.54605263158
1173,47095,5.5
1174,47141,7.6
1175,47183,5.86666666667
1176,47190,6.9
1177,47205,4.63333333333
1178,47273,7.0
1179,47364,6.23333333333
1180,47503,4.95
1181,47510,4.6
1182,47590,7.8
1183,47632,3.6
1184,47680,5.83333333333
1185,47686,8.3875
1186,47733,6.7
1187,47743,6.5
1188,47781,7.35
1189,47795,4.2
1190,47823,6.6
1191,47956,3.0
1192,48001,4.1
1193,48041,5.9
1194,48070,9.6
1195,48092,9.3
1196,48105,6.8
1197,48198,6.8
1198,48210,5.85
1199,48277,5.1
1200,48291,8.5
1201,48302,4.0
1202,48420,7.8
1203,48468,8.3
1204,48482,3.6
1205,48529,6.1
1206,48540,6.8
1207,48554,7.25
1208,48557,4.7
1209,48651,5.9
1210,48663,6.25
1211,48691,6.71666666667
1212,48824,6.8
1213,48852,6.6
1214,48860,6.1
1215,48890,7.6
1216,48967,7.25
1217,48998,5.3
1218,49003,7.7
1219,49035,3.7
1220,49036,3.7
1221,49062,5.46363636364
1222,49066,4.83333333333
1223,49113,8.2
1224,49132,6.6
1225,49159,7.4
1226,49180,5.4
1227,49251,8.5
1228,49273,7.6
1229,49286,4.14285714286
1230,49309,6.23448275862
1231,49317,7.1
1232,49331,7.86666666667
1233,49334,8.2
1234,49372,5.9
1235,49373,9.0
1236,49374,5.8
1237,49419,8.5
1238,49434,7.05
1239,49458,5.6
1240,49460,7.4
1241,49500,6.975
1242,49520,7.9
1243,49522,5.9
1244,49529,6.34
1245,49548,7.21666666667
1246,49604,5.8
1247,49606,6.43333333333
1248,49611,6.71428571429
1249,49613,8.3
1250,49632,4.68333333333
1251,49640,8.5
1252,49827,3.96
1253,49828,5.30833333333
1254,49865,7.7
1255,49909,7.1
1256,49918,5.65
1257,50038,5.4
1258,50101,7.7
1259,50246,7.7
1260,50344,5.2
1261,50462,6.875
1262,50580,7.7
1263,50613,6.2
1264,50697,6.05
1265,50709,7.0
1266,50787,7.3
1267,50814,7.6
1268,50874,8.2
1269,50998,8.2
1270,51004,7.43333333333
1271,51005,7.12
1272,51033,8.2
1273,51040,6.2
1274,51044,6.875
1275,51152,6.275
1276,51170,6.775
1277,51258,7.775
1278,51267,7.2
1279,51283,6.2
1280,51285,7.85
1281,51316,5.7
1282,51355,7.8
1283,51372,7.5
1284,51397,6.0
1285,51411,7.26666666667
1286,51454,8.06666666667
1287,51487,6.89393939394
1288,51491,7.4
1289,51500,7.8
1290,51589,5.4
1291,51686,5.8
1292,51727,5.1
1293,51742,6.1
1294,51749,7.6
1295,51754,6.72
1296,51787,5.9
1297,51788,6.3
1298,51912,4.8
1299,51992,7.6
1300,51993,6.6
1301,52056,7.46
1302,52057,5.5
1303,52072,5.8
1304,52094,6.61875
1305,52164,7.6
1306,52233,4.65
1307,52340,5.2
1308,52347,6.4
1309,52467,7.6
1310,52517,7.2
1311,52536,3.8
1312,52557,7.05
1313,52613,5.82
1314,52646,5.9
1315,52685,7.63333333333
1316,52687,5.75
1317,52708,7.7
1318,52756,5.75
1319,52758,6.0
1320,52760,7.25
1321,52806,6.74
1322,52905,7.5
1323,52991,5.6
1324,52998,5.1
1325,53135,5.9
1326,53151,5.23333333333
1327,53158,7.3
1328,53184,7.2
1329,53214,5.76
1330,53217,6.52727272727
1331,53253,6.3
1332,53260,6.2
1333,53264,5.1
1334,53532,7.8
1335,53540,5.3
1336,53579,5.6
1337,53599,6.09
1338,53613,6.948
1339,53620,7.1
1340,53629,7.7
1341,53633,4.9
1342,53682,8.5
1343,53700,8.5
1344,53739,7.325
1345,53744,3.1
1346,53747,6.8
1347,53748,5.925
1348,53800,6.73333333333
1349,53802,6.8
1350,53897,7.2
1351,53917,7.6
1352,53926,7.5
1353,53965,6.0
1354,54040,7.0
1355,54057,8.1
1356,54117,6.9
1357,54118,6.95
1358,54141,5.0375
1359,54151,5.5
1360,54161,6.4
1361,54192,7.06363636364
1362,54200,6.8
1363,54229,5.4
1364,54259,2.8
1365,54280,6.2
1366,54284,5.9
1367,54296,5.74520547945
1368,54346,3.6
1369,54354,7.16666666667
1370,54369,7.025
1371,54379,6.9
1372,54405,7.1
1373,54446,8.3
1374,54541,6.425
1375,54542,6.25
1376,54554,6.4
1377,54565,4.5
1378,54638,5.9
1379,54703,5.2
1380,54748,6.32
1381,54798,5.9
1382,54824,9.2
1383,54907,3.1
1384,54933,6.9
1385,54965,6.66184210526
1386,54991,5.7
1387,54993,6.7
1388,55048,6.28333333333
1389,55057,6.19615384615
1390,55080,3.5
1391,55147,5.8
1392,55193,7.4
1393,55214,5.1
1394,55222,6.0
1395,55224,6.3
1396,55232,6.59
1397,55316,6.9
1398,55319,4.3
1399,55377,7.4
1400,55408,7.9
1401,55494,6.7
1402,55496,5.3
1403,55538,3.7
1404,55602,5.1
1405,55641,3.1
1406,55642,6.6
1407,55643,7.35
1408,55657,6.56363636364
1409,55674,4.7
1410,55718,4.8
1411,55720,7.8
1412,55747,5.0
1413,55764,5.5
1414,55819,7.4
1415,55832,6.0
1416,55853,5.2
1417,55861,5.72
1418,55908,6.48333333333
1419,55954,7.3
1420,56102,5.85
1421,56197,7.6
1422,56219,8.1
1423,56241,6.7
1424,56255,5.3
1425,56263,5.9
1426,56358,6.0
1427,56377,4.8
1428,56474,6.66666666667
1429,56572,5.2
1430,56576,6.4
1431,56583,5.5
1432,56620,7.8
1433,56662,6.7
1434,56727,7.7
1435,56762,3.6
1436,56806,7.2
1437,56882,5.9
1438,56897,8.5
1439,56975,6.7
1440,57073,7.3
1441,57098,4.7
