,movie_id,gross
176,2714561,"$37,053,924 (USA) (25 September 2011)"
177,2714561,"$36,900,325 (USA) (18 September 2011)"
178,2714561,"$36,472,354 (USA) (11 September 2011)"
179,2714561,"$35,501,445 (USA) (4 September 2011)"
180,2714561,"$31,789,438 (USA) (28 August 2011)"
181,2714561,"$25,864,430 (USA) (21 August 2011)"
182,2714561,"$13,330,118 (USA) (14 August 2011)"
183,2714757,"$106,580,051 (USA) (21 June 2014)"
184,2714757,"$106,170,469 (USA) (11 May 2014)"
185,2714757,"$106,036,180 (USA) (4 May 2014)"
186,2714757,"$105,814,532 (USA) (27 April 2014)"
187,2714757,"$105,481,745 (USA) (20 April 2014)"
188,2714757,"$105,020,890 (USA) (13 April 2014)"
189,2714757,"$104,023,926 (USA) (6 April 2014)"
190,2714757,"$101,054,704 (USA) (30 March 2014)"
191,2714757,"$93,592,194 (USA) (23 March 2014)"
192,2714757,"$78,406,898 (USA) (16 March 2014)"
193,2714757,"$45,038,460 (USA) (9 March 2014)"
194,2714757,"$106,580,051 (USA)"
195,2715094,"$99,603 (USA) (23 September 2012)"
196,2715094,"$97,779 (USA) (16 September 2012)"
197,2715094,"$92,737 (USA) (9 September 2012)"
198,2715094,"$87,026 (USA) (2 September 2012)"
199,2715094,"$64,539 (USA) (19 August 2012)"
200,2715094,"$45,904 (USA) (12 August 2012)"
201,2715094,"$12,186 (USA) (5 August 2012)"
202,2715497,"$21,108 (USA) (19 July 2015)"
203,2716046,"$95,001,343 (USA) (21 July 2013)"
204,2716046,"$94,927,850 (USA) (14 July 2013)"
205,2716046,"$94,811,133 (USA) (7 July 2013)"
206,2716046,"$94,565,758 (USA) (30 June 2013)"
207,2716046,"$94,205,439 (USA) (23 June 2013)"
208,2716046,"$93,701,489 (USA) (16 June 2013)"
209,2716046,"$92,924,954 (USA) (9 June 2013)"
210,2716046,"$92,331,685 (USA) (2 June 2013)"
211,2716046,"$91,513,766 (USA) (26 May 2013)"
212,2716046,"$88,816,627 (USA) (19 May 2013)"
213,2716046,"$84,670,088 (USA) (12 May 2013)"
214,2716046,"$78,181,097 (USA) (5 May 2013)"
215,2716046,"$69,011,815 (USA) (28 April 2013)"
216,2716046,"$53,753,511 (USA) (21 April 2013)"
217,2716046,"$27,487,144 (USA) (14 April 2013)"
218,2716220,"$4,250,507 (USA) (3 April 2016)"
219,2716220,"$4,220,373 (USA) (27 March 2016)"
220,2716220,"$4,128,519 (USA) (20 March 2016)"
221,2716220,"$4,087,938 (USA) (13 March 2016)"
222,2716220,"$3,966,264 (USA) (6 March 2016)"
223,2716220,"$3,777,847 (USA) (28 February 2016)"
224,2716220,"$3,376,073 (USA) (21 February 2016)"
225,2716220,"$1,986,820 (USA) (7 February 2016)"
226,2716220,"$1,260,217 (USA) (31 January 2016)"
227,2716220,"$740,203 (USA) (24 January 2016)"
228,2716220,"$341,270 (USA) (10 January 2016)"
229,2716220,"$229,173 (USA) (3 January 2016)"
230,2716220,"$90,357 (USA) (27 December 2015)"
231,2716274,"$38,297,305 (USA) (2 February 2014)"
232,2716274,"$38,055,840 (USA) (26 January 2014)"
233,2716274,"$38,362,475 (USA)"
234,2716432,"$8,355 (USA) (25 March 2012)"
235,2716625,"$17,149 (USA) (11 September 2011)"
236,2716625,"$15,893 (USA) (4 September 2011)"
237,2716625,"$6,254 (USA) (21 August 2011)"
238,2716663,"$1,013,061 (USA) (21 June 2015)"
239,2716663,"$951,333 (USA) (9 June 2015)"
240,2716663,"$938,356 (USA) (7 June 2015)"
241,2716663,"$858,622 (USA) (31 May 2015)"
242,2716663,"$238,491 (USA) (10 May 2015)"
243,2716880,"$116,400 (USA) (26 April 2015)"
244,2716880,"$52,001 (USA) (12 April 2015)"
245,2716880,"$18,006 (USA) (5 April 2015)"
246,2717101,"$1,056,887 (USA) (28 September 2014)"
247,2717101,"$842,794 (USA) (3 August 2014)"
248,2717101,"$806,943 (USA) (20 July 2014)"
249,2717101,"$798,536 (USA) (13 July 2014)"
250,2717101,"$770,039 (USA) (29 June 2014)"
251,2717101,"$739,700 (USA) (22 June 2014)"
252,2717101,"$720,117 (USA) (15 June 2014)"
253,2717101,"$679,832 (USA) (11 May 2014)"
254,2717101,"$664,589 (USA) (4 May 2014)"
255,2717101,"$642,964 (USA) (27 April 2014)"
256,2717101,"$600,110 (USA) (20 April 2014)"
257,2717101,"$530,200 (USA) (13 April 2014)"
258,2717101,"$369,036 (USA) (6 April 2014)"
259,2717101,"$146,737 (USA) (30 March 2014)"
260,2717164,"$35,014,192 (USA) (29 December 2011)"
261,2717164,"$34,963,967 (USA) (18 December 2011)"
262,2717164,"$34,887,978 (USA) (11 December 2011)"
263,2717164,"$34,760,171 (USA) (4 December 2011)"
264,2717164,"$34,244,263 (USA) (20 November 2011)"
265,2717164,"$33,841,644 (USA) (13 November 2011)"
266,2717164,"$32,974,877 (USA) (6 November 2011)"
267,2717164,"$31,339,863 (USA) (30 October 2011)"
268,2717164,"$28,820,748 (USA) (23 October 2011)"
269,2717164,"$24,279,152 (USA) (16 October 2011)"
270,2717164,"$17,482,521 (USA) (9 October 2011)"
271,2717164,"$8,644,095 (USA) (2 October 2011)"
272,2717668,"$11,158 (USA) (17 June 2012)"
273,2717668,"$7,653 (USA) (10 June 2012)"
274,2717668,"$1,963 (USA) (3 June 2012)"
275,2718343,"$268,662 (USA) (6 March 2011)"
276,2718343,"$253,274 (USA) (27 February 2011)"
277,2718343,"$184,872 (USA) (21 February 2011)"
278,2719691,"$4,700,361 (USA) (4 October 2015)"
279,2719691,"$4,481,371 (USA) (27 September 2015)"
280,2719691,"$3,748,011 (USA) (20 September 2015)"
281,2719691,"$2,035,273 (USA) (13 September 2015)"
282,2719942,"$1,410,915 (USA) (22 November 2015)"
283,2719942,"$1,406,149 (USA) (15 November 2015)"
284,2719942,"$1,398,286 (USA) (8 November 2015)"
285,2719942,"$825,431 (USA) (11 October 2015)"
286,2719942,"$140,918 (USA) (4 October 2015)"
287,2719942,"$32,253 (USA) (27 September 2015)"
288,2720222,"$2,256,403 (USA) (12 June 2016)"
289,2720415,"$96,900 (USA) (22 November 2015)"
290,2720415,"$93,891 (USA) (15 November 2015)"
291,2720415,"$88,525 (USA) (8 November 2015)"
292,2720427,"$125,856 (USA) (15 September 2013)"
293,2720427,"$123,770 (USA) (1 September 2013)"
294,2720427,"$122,410 (USA) (25 August 2013)"
295,2720427,"$118,527 (USA) (18 August 2013)"
296,2720427,"$114,835 (USA) (11 August 2013)"
297,2720427,"$113,763 (USA) (4 August 2013)"
298,2720427,"$110,214 (USA) (28 July 2013)"
299,2720427,"$103,913 (USA) (21 July 2013)"
300,2720427,"$91,716 (USA) (14 July 2013)"
301,2720427,"$71,896 (USA) (7 July 2013)"
302,2720427,"$34,839 (USA) (30 June 2013)"
303,2720610,"$6,042,798 (USA) (11 September 2016)"
304,2720610,"$5,653,889 (USA) (28 August 2016)"
305,2720610,"$4,842,075 (USA) (7 August 2016)"
306,2720610,"$3,736,119 (USA) (17 July 2016)"
307,2720610,"$3,387,714 (USA) (10 July 2016)"
308,2720610,"$2,716,339 (USA) (26 June 2016)"
309,2720610,"$2,431,251 (USA) (19 June 2016)"
310,2720610,"$2,168,012 (USA) (12 June 2016)"
311,2720610,"$1,881,710 (USA) (5 June 2016)"
312,2720610,"$1,243,309 (USA) (22 May 2016)"
313,2720610,"$539,817 (USA) (8 May 2016)"
314,2720610,"$223,983 (USA) (1 May 2016)"
315,2720737,"$1,759,252 (USA) (1 September 2011)"
316,2720737,"$1,754,319 (USA) (28 August 2011)"
317,2720737,"$1,732,305 (USA) (21 August 2011)"
318,2720737,"$1,697,973 (USA) (14 August 2011)"
319,2720737,"$1,664,339 (USA) (7 August 2011)"
320,2720737,"$1,585,558 (USA) (31 July 2011)"
321,2720737,"$1,413,960 (USA) (24 July 2011)"
322,2720737,"$1,039,036 (USA) (17 July 2011)"
323,2720737,"$559,550 (USA) (10 July 2011)"
324,2720737,"$62,087 (USA) (26 June 2011)"
325,2720737,"$1,759,252 (USA)"
326,2720832,"$1,982,505 (USA) (26 June 2016)"
327,2720832,"$1,936,524 (USA) (19 June 2016)"
328,2720832,"$1,868,477 (USA) (12 June 2016)"
329,2720832,"$1,725,790 (USA) (5 June 2016)"
330,2720832,"$1,318,143 (USA) (29 May 2016)"
331,2720832,"$779,126 (USA) (22 May 2016)"
332,2720832,"$778,983 (USA) (22 May 2016)"
333,2720832,"$372,282 (USA) (15 May 2016)"
334,2720832,"$138,486 (USA) (8 May 2016)"
335,2720878,"$3,819 (USA) (25 September 2011)"
336,2724091,"$5,702,083 (USA) (29 April 2012)"
337,2724091,"$5,700,252 (USA) (22 April 2012)"
338,2724091,"$5,695,841 (USA) (15 April 2012)"
339,2724091,"$5,689,936 (USA) (8 April 2012)"
340,2724091,"$5,651,918 (USA) (25 March 2012)"
341,2724091,"$5,601,752 (USA) (18 March 2012)"
342,2724091,"$5,533,578 (USA) (11 March 2012)"
343,2724091,"$5,457,215 (USA) (4 March 2012)"
344,2724091,"$5,344,810 (USA) (26 February 2012)"
345,2724091,"$5,199,783 (USA) (19 February 2012)"
346,2724091,"$4,948,360 (USA) (12 February 2012)"
347,2724091,"$4,614,386 (USA) (5 February 2012)"
348,2724091,"$4,067,204 (USA) (29 January 2012)"
349,2724091,"$3,337,694 (USA) (22 January 2012)"
350,2724091,"$2,787,258 (USA) (15 January 2012)"
351,2724091,"$2,076,178 (USA) (8 January 2012)"
352,2724091,"$1,676,581 (USA) (1 January 2012)"
353,2724091,"$719,857 (USA) (18 December 2011)"
354,2724091,"$535,985 (USA) (11 December 2011)"
355,2724091,"$412,937 (USA) (4 December 2011)"
356,2726512,"$30,716 (USA) (16 March 2014)"
357,2726512,"$23,863 (USA) (23 February 2014)"
358,2726516,"$29,570 (USA) (12 May 2013)"
359,2726516,"$28,487 (USA) (5 May 2013)"
360,2726516,"$26,789 (USA) (28 April 2013)"
361,2726516,"$22,918 (USA) (21 April 2013)"
362,2726516,"$20,647 (USA) (14 April 2013)"
363,2726516,"$19,473 (USA) (7 April 2013)"
364,2726516,"$16,946 (USA) (31 March 2013)"
365,2726516,"$14,712 (USA) (24 March 2013)"
366,2726516,"$9,686 (USA) (17 March 2013)"
367,2726516,"$1,266 (USA) (3 March 2013)"
368,2727721,"$2,262 (USA) (7 July 2013)"
369,2728080,"$67,346,556 (USA) (23 May 2013)"
370,2728080,"$67,344,392 (USA) (19 May 2013)"
371,2728080,"$67,294,338 (USA) (5 May 2013)"
372,2728080,"$67,234,781 (USA) (28 April 2013)"
373,2728080,"$67,153,513 (USA) (21 April 2013)"
374,2728080,"$67,006,765 (USA) (14 April 2013)"
375,2728080,"$66,795,650 (USA) (7 April 2013)"
376,2728080,"$66,551,069 (USA) (31 March 2013)"
377,2728080,"$66,260,731 (USA) (24 March 2013)"
378,2728080,"$65,471,646 (USA) (17 March 2013)"
379,2728080,"$63,367,431 (USA) (10 March 2013)"
380,2728080,"$59,696,527 (USA) (3 March 2013)"
381,2728080,"$51,967,897 (USA) (24 February 2013)"
382,2728080,"$36,879,773 (USA) (17 February 2013)"
383,2728080,"$67,349,198 (USA)"
384,2728185,"$154,604 (USA) (4 September 2011)"
385,2728758,"$40,041,683 (USA) (3 March 2013)"
386,2728758,"$39,863,720 (USA) (24 February 2013)"
387,2728758,"$39,505,322 (USA) (17 February 2013)"
388,2728758,"$39,000,451 (USA) (10 February 2013)"
389,2728758,"$37,756,019 (USA) (3 February 2013)"
390,2728758,"$35,439,998 (USA) (27 January 2013)"
391,2728758,"$29,980,000 (USA) (20 January 2013)"
392,2728758,"$18,101,682 (USA) (13 January 2013)"
393,2728758,"$40,041,683 (USA)"
394,2728759,"$17,314,483 (USA) (8 June 2014)"
395,2728759,"$16,846,216 (USA) (11 May 2014)"
396,2728759,"$16,124,463 (USA) (4 May 2014)"
397,2728759,"$14,183,335 (USA) (27 April 2014)"
398,2728759,"$8,843,875 (USA) (20 April 2014)"
399,2728759,"$17,329,486 (USA)"
400,2729126,"$4,198,126 (USA) (26 June 2016)"
401,2729126,"$4,182,884 (USA) (19 June 2016)"
402,2729126,"$4,165,220 (USA) (12 June 2016)"
403,2729126,"$4,143,556 (USA) (5 June 2016)"
404,2729126,"$4,053,167 (USA) (22 May 2016)"
405,2729126,"$3,872,883 (USA) (15 May 2016)"
406,2729126,"$3,424,519 (USA) (8 May 2016)"
407,2729126,"$2,564,641 (USA) (1 May 2016)"
408,2729126,"$1,138,605 (USA) (24 April 2016)"
409,2730210,"$3,599,835 (USA) (29 March 2015)"
410,2730210,"$3,481,603 (USA) (22 March 2015)"
411,2730210,"$3,204,083 (USA) (15 March 2015)"
412,2730210,"$2,577,494 (USA) (8 March 2015)"
413,2730210,"$1,402,118 (USA) (1 March 2015)"
414,2730394,"$1,561,577 (USA) (10 March 2013)"
415,2730394,"$1,535,153 (USA) (17 February 2013)"
416,2730394,"$1,514,029 (USA) (10 February 2013)"
417,2730394,"$1,497,827 (USA) (3 February 2013)"
418,2730394,"$1,471,805 (USA) (27 January 2013)"
419,2730394,"$1,408,642 (USA) (13 January 2013)"
420,2730394,"$1,356,841 (USA) (6 January 2013)"
421,2730394,"$995,642 (USA) (9 December 2012)"
422,2730394,"$877,525 (USA) (2 December 2012)"
423,2730394,"$733,878 (USA) (23 November 2012)"
424,2730394,"$530,818 (USA) (18 November 2012)"
425,2730394,"$288,916 (USA) (11 November 2012)"
426,2730394,"$75,279 (USA) (4 November 2012)"
427,2730476,"$100,240 (USA) (23 August 2015)"
428,2730476,"$84,649 (USA) (9 August 2015)"
429,2730476,"$43,285 (USA) (2 August 2015)"
430,2730629,"$5,102 (USA) (4 November 2012)"
431,2730937,"$10,011 (USA) (6 May 2012)"
432,2730967,"$551,609 (USA) (19 July 2015)"
433,2730967,"$181,791 (USA) (28 June 2015)"
434,2731319,"$7,435 (USA) (20 July 2014)"
435,2731319,"$1,426 (USA) (13 July 2014)"
436,2731334,"$27,013 (USA) (22 June 2014)"
437,2731734,"$52,440,051 (USA) (4 February 2014)"
438,2731734,"$52,433,396 (USA) (2 February 2014)"
439,2731734,"$28,300,000 (USA) (22 December 2013)"
440,2731734,"$16,000,000 (USA) (15 December 2013)"
441,2732244,"$21,487 (USA) (3 August 2014)"
442,2732301,"$677,577 (USA) (8 May 2016)"
443,2732301,"$667,863 (USA) (6 December 2015)"
444,2732301,"$660,659 (USA) (8 November 2015)"
445,2732301,"$486,538 (USA) (26 April 2015)"
446,2732301,"$463,497 (USA) (8 March 2015)"
447,2732301,"$457,555 (USA) (1 March 2015)"
448,2732301,"$446,221 (USA) (22 February 2015)"
449,2732301,"$395,116 (USA) (8 February 2015)"
450,2732301,"$262,450 (USA) (25 January 2015)"
451,2732844,"$42,615,685 (USA) (13 July 2014)"
452,2732844,"$41,721,930 (USA) (29 June 2014)"
453,2732844,"$40,302,450 (USA) (22 June 2014)"
454,2732844,"$37,107,020 (USA) (15 June 2014)"
455,2732844,"$30,338,465 (USA) (8 June 2014)"
456,2732844,"$17,069,000 (USA) (1 June 2014)"
457,2732844,"$43,139,300 (USA)"
458,2733399,"$5,749,134 (USA) (26 April 2015)"
459,2733399,"$5,740,310 (USA) (26 April 2015)"
460,2733399,"$5,707,408 (USA) (5 April 2015)"
461,2733399,"$5,688,722 (USA) (29 March 2015)"
462,2733399,"$5,600,489 (USA) (14 March 2015)"
463,2733399,"$5,545,256 (USA) (1 March 2015)"
464,2733399,"$5,452,487 (USA) (28 February 2015)"
465,2733399,"$4,604,786 (USA) (13 February 2015)"
466,2733399,"$4,604,786 (USA) (8 February 2015)"
467,2733399,"$3,169,000 (USA) (3 February 2015)"
468,2733399,"$1,354,000 (USA) (27 January 2015)"
469,2733399,"$1,354,000 (USA) (25 January 2015)"
470,2733399,"$457,000 (USA) (11 January 2015)"
471,2733400,"$17,053,959 (USA) (28 September 2014)"
472,2733400,"$10,441,000 (USA) (10 August 2014)"
473,2733400,"$6,975,629 (USA) (3 August 2014)"
474,2733400,"$2,717,000 (USA) (27 July 2014)"
475,2735161,$388 (USA) (3 November 2013)
476,2735355,"$5,650 (USA) (22 June 2014)"
477,2735498,"$230,522 (USA) (12 May 2013)"
478,2735498,"$226,356 (USA) (5 May 2013)"
479,2735498,"$221,112 (USA) (28 April 2013)"
480,2735498,"$218,044 (USA) (21 April 2013)"
481,2735498,"$212,278 (USA) (14 April 2013)"
482,2735498,"$203,566 (USA) (7 April 2013)"
483,2735498,"$198,675 (USA) (31 March 2013)"
484,2735498,"$191,959 (USA) (24 March 2013)"
485,2735498,"$181,394 (USA) (17 March 2013)"
486,2735498,"$152,768 (USA) (10 March 2013)"
487,2735602,$500 (USA) (2 April 2014)
488,2737017,"$10,730 (USA) (29 March 2013)"
489,2737017,"$10,730 (USA) (28 March 2013)"
490,2737429,"$197,973 (USA) (13 December 2015)"
491,2737429,"$100,847 (USA) (6 December 2015)"
492,2738546,"$10,020 (USA) (22 September 2013)"
493,2739163,"$10,247 (USA) (20 March 2016)"
494,2740209,"$553,557 (USA) (25 September 2016)"
495,2740209,"$477,869 (USA) (11 September 2016)"
496,2740209,"$166,265 (USA) (28 August 2016)"
497,2740783,"$18,438,149 (USA) (27 May 2012)"
498,2740783,"$18,374,527 (USA) (20 May 2012)"
499,2740783,"$18,292,870 (USA) (13 May 2012)"
500,2740783,"$18,185,763 (USA) (6 May 2012)"
501,2740783,"$18,071,001 (USA) (29 April 2012)"
502,2740783,"$17,936,879 (USA) (22 April 2012)"
503,2740783,"$3,822,961 (USA) (15 April 2012)"
504,2740783,"$17,422,303 (USA) (8 April 2012)"
505,2740783,"$14,950,322 (USA) (25 March 2012)"
506,2740783,"$11,985,753 (USA) (18 March 2012)"
507,2740783,"$6,176,280 (USA) (11 March 2012)"
508,2741089,"$53,690 (USA) (8 July 2012)"
509,2741089,"$52,225 (USA) (1 July 2012)"
510,2741089,"$50,841 (USA) (24 June 2012)"
511,2741089,"$50,223 (USA) (17 June 2012)"
512,2741089,"$47,938 (USA) (3 June 2012)"
513,2741089,"$44,627 (USA) (13 May 2012)"
514,2741089,"$41,773 (USA) (22 April 2012)"
515,2741089,"$39,613 (USA) (15 April 2012)"
516,2741089,"$25,988 (USA) (4 March 2012)"
