,movie_id,adaptation
254,3055646,"Archer, Jeffrey. ""False Impression"". St. Martin's Paperbacks, (BK), ISBN-10: 0312939779"
255,3056098,"Siddique, John. ""Don't Wear it on Your Head"". 9 October 2010, Pg. 62, (BK), ISBN-10: 1844717637"
256,3059317,"K.L. Going. ""Fat Kid Rules The world"". In: ""http://klgoing.com/fatkid.htm"" (http://site.booksite.com/1967/showdetail/?isbn=9780399239908), Putnam Publishing Group, Iss. 2004 Michael T Prinz honor winner, 2003, (BK), ISBN-13: 9780399239908"
257,3061081,"Erica Jong. ""Fear of Flying"". Holt, Rhenihart and Winston, 1973, (BK), ISBN-10: 0030107318"
258,3065316,"E.L. James. ""Fifty Shades of Grey"". (United Kingdom), Vintage Books, 20 June 2011, Pg. 514, (BK)"
259,3066571,"Deocampo, Nick. ""Film: American Influences on Philippine Cinema"". (Philippines), Anvil Publishing,Inc., 2011, Pg. 600, (BK), ISBN-13: 9789712726132"
260,3076580,"Samantha Simmonds. ""Fontana"""
261,3078226,"Filip Nitescu. ""The Tree"". (Romania), 2015, Pg. 136, (BK), ISBN-13: 978-606-93894-0-9"
262,3079033,"Shiel, M.P.. ""The Purple Cloud"". Chatto and Windus and others, 1901"
263,3079777,"Ronaldo V. Wilson. ""Letters"". In: ""Farther Traveler: Poetry, Prose, Other"", Counterpath Press"
264,3081501,"John Hagee. ""Four Blood Moons"". Worthy Publishing, 8 October 2013, Pg. 272, (BK), ISBN-13: 9781617952142"
265,3082466,"Stephen Laws. ""The Fractured Man"". In: ""Characters from Short story"""
266,3082655,"Hector Abad Faciolince. ""Fragmentos de Amor Furtivo"""
267,3082655,"Héctor Abad Faciolince. ""Fragmentos de Amor Furtivo"". (Colombia), Santillana, 1998"
268,3083603,"Mary Shelley. ""Frankenstein"""
269,3083630,"Burton, Tim; Helen Chen, illustrator. ""Frankenweenie: A Graphic Novel"". New York: DIsney Press, 2013, ISBN-10: 1423176588"
270,3083630,"Elizabeth Rudnick. ""Frankenweenie: A Novel"". New York: Disney Press, 2012, ISBN-10: 1423153766"
271,3089078,"Miguel Torga. ""Novos Contos da Montanha"". 1944, (BK)"
272,3089656,"Arthur Schnitzler. ""Fräulein Else"""
273,3093030,"Mark Twain. ""On the Decay of the Art of Lying"". In: ""Collected Tales, Sketches, Speeches, & Essays"", Library of America, 20 October 1992, (essay/article)"
274,3094256,"David John Jeffery. ""G.O.D.TECH"". (U.K.), Black Light Enterprises Ltd, 8 April 2013, Pg. 312, (BK), ISBN-13: 978-1-291342-84-0"
275,3095486,"Reina María Rodríguez. ""Variedades de Galiano"". (La Habana), Letras Cubanas, Vol. 1, 1998, (BK)"
276,3097796,"enrique cadicamo. (feance), 6 March 1934"
277,3098199,"Kynan Waterford. ""Garrison 7:The Road"". In: ""Script"" (Australia), (BK)"
278,3101502,"Moses. ""The Bible"". In: ""The Bible"", Zondervan"
279,3105784,"Khaled Hosseini. ""Kite Runner"""
280,3106270,"David Gilna. ""Gift of Lightning"". In: ""Irish Playography"" (Dublin), Red Lightning Productions, 5 May 2009, (BK)"
281,3106925,"Akira Toriyama. ""Jaco the Galactic Patrolman"". VIZ Media LLC, 6 January 2015, (BK), ISBN-13: 978-1421566306"
282,3108687,"AnikeBay. ""Girls Like Us Menage ""A"" Trios"". In: ""Book"" (Chicago), CreateSpace Independent Publishing Platform, Vol. 1, Iss. 1, 20 December 2010, Pg. 248, (BK), ISBN-10: 143825220X"
283,3108688,"Coquie Hughes. ""Girls Like Us! Part 1"". (Chicago), 14 February 2012, Pg. 108, (BK)"
284,3108951,"Jenifer Hixson. ""Where There's Smoke"". In: ""The Moth mainstage"" (New York), 2003"
285,3114377,Bratislav Tashkovski
286,3114377,"Bratislav Tashkovski. ""A Mind Torn Apart"". Makavej, 2011, Pg. 331, (BK), ISBN-13: 978-608-205-100-0, (novel)"
287,3115321,"Jack T. ""The Thief"". Chick Publications"
288,3116747,"JoDa Hodge. ""SexAndDeath.com"". To Be Published, (BK)"
289,3118275,"Mariusz Szczygiel. ""Gottland"". Czarne, 2006, (BK), 9788389755629 8389755629"
290,3118843,"Kristin Cashore. ""Graceling"". HMH Books, 7 September 2009, Pg. 480, (BK), ISBN-10: 0547258305"
291,3118860,"Albert Camus. ""A Happy Death"""
292,3118860,"Albert Camus. ""A Happy Death"". In: ""A Happy Death"""
293,3120329,"Matt Kettmann. ""Grasshopper for Grandpa"". In: ""The Santa Barbara Independent"", 3 August 2013, (NP)"
294,3121006,"Charles Dickens. ""Great Expectations"""
295,3122322,"O Henry. ""The Green Door"""
296,3122417,"Stephen King. ""Grey Matter"". In: ""Night Shift"", Doubleday, 1978, (BK), ASIN: B0028Q8P6K"
297,3123586,"Corina Zurcher. ""Growing Up Claus"". In: ""Publisher"" (United States), NeverMore Publications, LLC, Vol. 1, Iss. 1, 29 September 2007, Pg. 188, (BK), ISBN-13: 978-1602669178"
298,3124658,"Toon Tellegen. ""Two old ladies"""
299,3126862,"Miyazawa, Kenji. ""Sacred Fool: Works of Kenji Miyazawa"". In: ""http://www.kenji-world.net/english/translat/translat.html"" (Abiko), Abiko Literary Press (ALP) [jp], 1998, Pg. 52, (BK), ISBN-10: 4-900763-20-9"
300,3130862,"Chimamanda Ngozi Adiche. ""Half of a Yellow sun"". (Nigeria), Farafina books"
301,3131574,"Lucero, Anthony. ""The Clown"". Chiron Review Press/ DM-z Lit, 2015, (BK), ISBN-13: 978-0943795126"
302,3132093,"William Shakespeare. ""The Tragedy of Hamlet, Prince of Denmark"". In: ""The Shakespeare First Folio"" (London, England), John Heminges and Henry Condell, 5 December 1623, (BK)"
303,3132093,"William Shakespeare. ""The Tragedy of Hamlet, Prince of Denmark"". In: ""The Shakespeare First Folio"" (London, England), William Jaggard"
304,3132103,"Heiner Müller. ""Die Hamletmaschine"". (Berlín)"
305,3133078,"In: ""Based on the life of Roberto ""Manos de Piedra"" Duran"""
306,3133531,"Stoker, Bram. ""Dracula"". (BK)"
307,3133769,"david anthony durham. ""pride of carthage"". Random House, 1 January 2005, (BK), ISBN-10: 0-385-72249-4"
308,3134397,Based on the novel of the same name by Nozizwe Cynthia Jele
309,3134530,"Stephen Elliott. ""Happy Baby"". In: ""http://www.amazon.com/Happy-Baby-Stephen-Elliott/dp/0312424493"" (United States of America), Picador, 9 December 2004, Pg. 208, (BK), ISBN-10: 0312424493"
310,3135119,"Kevin Bartelme. ""Escape"". 12 March 2012, (BK)"
311,3142342,"Tong-Cuong, Valérie. ""Où je Suis"". (Paris, France), Editions Grasset & Fasquelle, (BK)"
312,3143590,"Betty Dravis. ""Heavy Metal"". In: ""Six Pack of Blood"", Cave Girls Productions, Vol. 1, 30 March 2012, Pg. 75, (BK), ASIN: B007Q7FG68"
313,3145464,"Chris Parnell. ""HELL'S PRISONER aka SUNDAY SMUGGLER"". In: ""Book"" (Australia), Harper Collina Australia"
314,3146750,"Chapman, Clay McLeod. ""Miss Corpus"". Hyperion, 5 February 2003, Pg. 240, (BK), ISBN-10: 0786867388"
315,3146750,"Chapman, Clay McLeod. ""Miss Corpus"". In: ""Chapter ""The Henley Road Motel"", "" Hyperion, 5 February 2003, Pg. 240, (BK), ISBN-10: 0786867388"
316,3147828,"Thomas Freeman Jr. ""Her Little Secret"". 10 March 2010, Pg. 240, (BK), ISBN-13: 978-0615351940"
317,3148448,"Moore, Steve. ""Hercules: The Thracian Wars"". In: ""Comic Book"", Radical Comics, Vol. 1, 30 April 2008, Pg. 22, (BK)"
318,3148448,"Steve Moore. ""Hercules: The Thracian Wars"". Radical Publishing, 2008, (BK)"
319,3149050,"Cassandra Luiciana. ""Mon père m'a tout pris"". (BK)"
320,3150653,"Sturluson, Snorri. ""Snorra-Edda"". (http://www.arnastofnun.is), 1220"
321,3151019,"Caity Hardy. ""Hey There... Delilah"""
322,3154681,"Philip Morgan. ""High Noon"". In: ""Two-Gun Western Novels"", Stadium Publishers, November 1955, (MG), (public domain)"
323,3156110,"Stendhal. ""De l'Amour"". (Paris), Pierre Mongie, 17 August 1822, (BK)"
324,3157019,"Yaakov Shabtai. ""Zikhron Devarim"". (Tel-Aviv), Siman Kriah, 1977, Pg. 282 pp, 389 pp in translation, (BK), ISBN-10: 0-8276-0239-1"
325,3158787,"Jules Feiffer. ""Hold Me! An Entertainment"". (Play)"
326,3159005,"Timothy COnigrave. ""Holding The Man"". Penguin, 1995, (BK)"
327,3160586,"Ernest Hemingway. ""Homage to Switzerland"". (BK)"
328,3163965,"Marie Brassard. ""Jimmy, créature de rêve"""
329,3164218,"Kyle Herrman. ""Hopeless Virgins in Love"". lulu.com, 15 February 2010, Pg. 154, (BK), ISBN-13: 978-0557098736"
330,3164982,"Scott Norton. ""HorrorCon"". Yellow Horse Publishing, 7 August 2008, (BK), ISBN-10: 0615239005"
331,3165686,"Daniel Keleher. ""Hot"". In: ""Play"""
332,3167473,"Richard Connell. ""The Most Dangerous Game"". Perfection Learning, 19 January 1924, Pg. 52, (BK), ISBN-10: 0895986531"
333,3167584,"Mrs. L. A. Abbott. ""The House by the Side of the Road"". (Morrison, Illinois), Pines Publishing Inc"
334,3169523,"Orna Coussin. ""Picnic"". (Tel Aviv), Hakibbutz Hameuchad, March 2006, (BK), ISBN-10: 9654118270"
335,3174166,"Blomqvist, E.M.. ""Hush"". In: ""Novella"", AuthorHouse, 13 December 2011, Pg. 108, (BK), ISBN-13: 9781468502916"
336,3174544,"Lou, Arn. ""Hvad Holder Sammen På En Sten"". Forlaget Saxo, 6 October 2006, (BK)"
337,3174806,"Hesiod. ""Theogony"". (BK)"
338,3175067,"Inman, Arthur Crew. ""From A Darkened Room"". Harvard University Press, October 1996, Pg. 592, ISBN-13: 9780674454439"
339,3175067,"Inman, Arthur Crew. ""The Inman Diary"". In: ""http://www.hup.harvard.edu/catalog.php?isbn"" (Boston, Massachusetts, USA), 9780674454453 Harvard University Press, 1985, Pg. 1661, (BK), ISBN-10: 0674454456"
340,3176157,"Poole, Wakefield. ""Dirty Poole"". Lethe Press, 2011, (BK), ISBN-13: 978-1-59021-229-5"
341,3176279,"Stueve, AE. ""I, Zombie"""
342,3176648,"Frey, James. ""I Am Number Four"". (BK)"
343,3176753,"Stephen King. ""I Am the Doorway"". In: ""Night Shift"", (BK)"
344,3179661,"D.M. Larson. ""I Will Come"". In: ""http://freedrama.net"" (http://freedrama.net), 12 June 2013"
345,3181485,"Portia Nelson. ""Autobiography In Five Chapters"""
346,3181485,"Portia Nelson. ""Autobiography in Five Chapters"""
347,3183581,"Wolfdietrich Schnurre. ""Beste Geschichte meines Lebens"""
348,3183668,"Edwin Black. ""IBM and the Holocaust"""
349,3183867,"Korman, Susan. ""Ice Age: Continental Drift: The Junior Novel"". New York: HarperFestival, 2012, ISBN-10: 0062104853"
350,3185381,"F. Dostoyevsky. ""The Idiot"". (BK)"
351,3186007,"Primo Levi. ""If not now,when"". In: ""book"" (Italy), Giulio Einaudi Editore, 1982, Pg. 327, (BK)"
352,3186586,"Aki Shavit. ""Igor and the Cranes' Journey"""
353,3195696,"Rochlin, Fred. ""Old Man in a Baseball Cap"". Harper Collins, 24 October 2000, (BK), ISBN-13: 9870060932275"
354,3196805,"Mark Arnold. ""The Loyalty Treasures"". In: ""Religion & Spirituality"" (USA), Chazown Publishing Company, Vol. 1, 9 February 2015, Pg. 250, (BK), ISBN-10: 0966170938"
355,3201174,"Kafka, Franz. ""Before the Law"". (Germany), Selbstwehr, 1915, (MG)"
356,3201244,"Stanley V. Henson, Jr.. ""In the midnight hours"". In: ""book"" (Washington, D.C.), NCA, Vol. 1, Iss. 1, 2 January 2008, Pg. 170, (BK), ISBN-13: 978-1500124083"
357,3201698,"Sherrilyn Kenyon. ""Infinity"". St. Martin's Press, May 2010, (BK), ISBN-10: 0312599072"
358,3203504,"Rona Vaselaar. ""Nurse's Training"". In: ""https://www.thenosleeppodcast.com/episodes/s6/6x18"""
359,3206622,"Keyes, Greg. ""Interstellar: The Official Movie Novelization"". London: Titan Books, 2014, ISBN-10: 1783293691"
360,3207565,"Jack London. ""The Sea Wolf"". (New York, New York), The Macmillan Company, 1904, Pg. 366, (BK)"
361,3207606,"Stephen Sondheim and James Lapine. ""Into The Woods"""
362,3208304,"Marías, Fernando. ""Invasor"""
363,3210452,"Lannie Hill. ""Is This Euphoria?"". In: ""The Nine Monologues from Experience"" (http://www.amazon.com/Nine-Monologues-Experience-Lannie-Hill-ebook/dp/B00EKS54A4/ref=sr_1_6?ie=UTF8&qid=1412013094&sr=8-6&keywords=lannie+hill), Enfilade Media Group, 14 August 2013, (BK)"
364,3211206,"William Golding. ""Lord of the Flies"". Faber and Faber, 17 September 1954, Pg. 248, ISBN-10: 0-571-05686-5"
365,3214846,"Havrosh, Oleksandr. ""Neimovirni prygody Ivana Syly - naiduzhchoi ludyny svitu"". Old Lion Publishers, 2007, Pg. 192, (BK), ISBN-13: 978-966-2909-18-0"
366,3214895,"""Ivan And The Gray Wolf"". In: ""Russian Folklore"""
367,3216492,"Tanter, Paul. ""Jack Falls"". Soaring Penguin, Vol. 1, 16 September 2009, Pg. 96, (BK), ISBN-13: 9780955287176"
368,3218789,"Marie Desplechin. ""Le journal d'Aurore"". L'école des loisirs, 2006, (BK)"
369,3219113,"Alfred, Lord Tennyson. ""St. Simeon Stylites"""
370,3220031,"Craig Pospisil. ""MONTHS ON END"". In: ""play"", Dramatists Play Service, 2003, Pg. 58, (BK), ISBN-10: 0-8222-1892-5"
371,3220707,"Craig Silvey. ""Jasper Jones"". (Crows Nest, Sydney, Australia), Allen & Unwin, 2009, (BK), ISBN-13: 9788432290275"
372,3223625,"Mass, Wendy. ""Jeremy Fink and the Meaning of Life"""
373,3223625,"Mass, Wendy. ""Jeremy Fink and the Meaning of Life"". Little, Brown Books for Young Readers, November 2006, (BK)"
374,3226274,"Gretel Killeen. ""Jimmy and Gret Don't Do Sex"". In: ""Novel"" (Sydney, Australia), Penguin, September 2010, (BK), ISBN-13: 9781921518232"
375,3227310,"Nedali. ""Morceaux de choix"". (France), Editions de l'Aube, 21 June 2007, Pg. 263, (BK), ISBN-10: 2752602057"
376,3229434,"Johnny Ryan. ""Prison Pit: Book One"". Fantagraphics"
377,3231679,"Wu Cheng'en. ""Journey to the West"". (BK), ISBN-10: 7-119-01663-6"
378,3232119,"Jreamwriter. ""The Rainbow through the Eyes of a Closet Homosexual's Wife"". In: ""Amazon.com"" (http://www.amazon.com/Rainbow-Through-Eyes-Closet-Homosexuals/dp/0982478909/ref=la_B002BML5TA_1_1?s=books&ie=UTF8&qid=1398440610&sr=1-1), JLLC Books, Vol. 2, 17 March 2011, Pg. 264, (BK), ISBN-13: 978-0982478905"
379,3232779,"Megan McDonald. ""Judy Moody and the Not Bummer Summer"". An original novel based on the screenplay. Somerville, MA: Candlewick Press, 2011, ISBN-10: 0763653519"
380,3233508,"Fyodor Dostoevsky. ""White Nights / Les Nuits Blanches"". (Russia), (BK), (novel)"
381,3234742,"Allen, Matthew. ""Glidarna"""
382,3234742,"Holmberg, Jon. ""Glidarna"""
383,3236684,"Howell Woltz. ""Justice Denied: The United States v. The People"". (BK)"
384,3237463,"Hjorth, Vigdis. ""Jørgen+Anne Sant"". Cappelen Damm, 1984, (BK)"
385,3239162,"Bhagat, Chetan. ""3 Mistakes of My Life"". Vol. 1, (BK)"
386,3241303,"Ivan Escobar. ""Kamikaze"". Temas de Hoy, 19 June 2012, (BK), ISBN-13: 978-84-9998-153-6"
387,3244719,"Antonije Isakovic. ""Kasika"""
388,3244719,"Antonije Isakovic. ""Kasika"". (BK)"
389,3245298,"Michael Ende. ""Kathedralen"". DTV, (BK), ISBN-13: 978-3423204828"
390,3246437,"Valéry, Paul. ""Valéry's Graveyard: Le Cimetière marin Translated, Described, and Peopled"". In: ""http://www.peterlang.com/index.cfm?event=cmp.ccc.seitenstruktur.detailseiten&seitentyp=produkt&pk=73822&concordeid=312292"" (Pieterlen), Peter Lang, 1 November 2010, Pg. 214, (BK), ISBN-13: 978-1-4331-1334-5"
391,3247566,"Morgowski, Mia. ""Kein Sex ist auch keine Lösung"". Rororo Rowohlt Taschenbuchverlag Hamburg, 30 October 2008, Pg. 320, (BK), ISBN-10: 3499248387"
392,3250263,"Sampooran Singh Gulzar. ""Subah Subah"". (BK)"
393,3252616,"McCormick, Neil. ""Killing Bono: I Was Bono's Doppelganger"". MTV, 19 October 2004, (BK), ISBN 10:0743482484"
394,3256471,"Mackersey, Ian. ""The Wright Brothers: The Remarkable Story of the Aviation Pioneers That Changed the World"". Time Warner UK, (BK), ISBN-10: 0751533688"
395,3258102,"Laura Mullins. ""Untitled Short Story"""
396,3263577,"Birkeland, Thøger. ""Krummerne"". Gyldendal, 1969, Pg. 109, (BK)"
397,3265606,"Murat Kurnaz. ""Fünf Jahre meines Lebens. Ein Bericht aus Guantanamo"". In: ""http://www.rowohlt.de/buch/Murat_Kurnaz_Fuenf_Jahre_meines_Lebens.2291878.html"" (Rowohlt Berlin), Rowohlt, Iss. Hardcover, 20 April 2007, Pg. 288, (BK), ISBN-13: 978-3-87134-589-0"
398,3271049,"Ingeborg Prior. ""il clown e la cavallerizza"". (BK)"
399,3271694,"Stephen King. ""The man who loved flowers"""
400,3274216,"Julio Cortazar. ""La Isla a mediodia"""
401,3275105,"""Beauty And The Beast"". Vol. 1, Iss. 5, 5 August 2015, Pg. B2, (WNP)"
402,3275105,"""Beauty And The Beast"". Vol. 9, Iss. 2, 10 August 2015, Pg. 22, (BK)"
403,3275105,"Charlotte. ""Beauty And The Beast"". Vol. 4, Iss. 2, 12 August 2015, Pg. 3b, (NP)"
404,3275105,"People. ""Beauty And The Beast"". Vol. 2, Iss. 5, 2 August 2015, Pg. 15b, (MG)"
405,3275105,"Shelby Star. ""Beauty And The Beast"". Vol. 7, Iss. 2, 2 August 2015, Pg. A2, (NP)"
406,3275625,"Paz Limia, Jacobo. ""Obituario"". Casahamlet, Vol. 14, 2012, (MG), (Play)"
407,3276698,"Guy de Maupassant. ""La Chevelure"""
408,3278114,"Alexandre Pouchkine. ""La Dame de Pique"""
409,3281678,"Guadalupe Gaona. ""Pozo de Aire"""
410,3282122,"Couve, Adolfo. ""La lección de pintura"""
411,3283813,"Arreola, Juan José. ""La Migala"""
412,3283993,"Jocelyne Laâbi. ""La liqueur d'aloès"". In: ""http://livre.fnac.com/a1603360/Jocelyne-Laabi-La-liqueur-d-aloes"", La Difference, 21 January 2005, (BK), ISBN-10: 2729115323"
413,3284483,"Galán, Juan Eslava. ""La mula"""
414,3284823,"Lorenzo Silva. ""La niebla y la doncella"". Destino, 2004, Pg. 368, (BK), ISBN-13: 9788423337934"
415,3286290,"Lemirre, Jean. ""On finit toujours par payer"". Éditions de la courte échelle, 1 June 2003, Pg. 253, ISBN-10: 2890216691"
416,3287367,"Francesco Dimitri. ""La ragazza dei miei sogni"". Gargoyle, 1 January 2007, Pg. 195, (BK), ISBN-10: 8889541180"
417,3290265,"Henry James. ""Turn of the Screw"""
418,3290592,"Becerril, Sandra. ""La Venganza"". MiNatura, (MG)"
419,3291372,"Ray Bradbury. ""The Pedestrian"""
420,3292157,Adele Loriga Camoglio
421,3293006,"Fei, Alberto Toso. ""Segreti del Canal Grande"". (Venice, Italy), 2010"
422,3293289,"Nikolai Leskov. ""Lady Macbeth of the Mtsensk District"". In: ""Epoch Magazine"", Fyodor Dostoyevsky, 1865"
423,3293307,"John Keats. ""La Belle Dame Sans Merci"". 1819"
424,3293397,"Michelle Lambeau. ""Duty & Duplicity, a play in three acts based on early writings by Jane Austen"". 2010, (BK), (Stage adaptation of ""Lady Susan"" by Jane Austen)"
425,3296965,"Marcelo Ciccone. ""La bala en el tambor"""
426,3297272,"Andrew Lloyd-Jones. ""Feathers and Cigarettes"". In: ""http://www.fishpublishing.com/read-stories-feathers-and-cigarettes.php"" (Online), Fish Publishing, 2003"
427,3298391,"Kevin Given. ""Last Rites: The Return of Sebastian Vasilis"". In: ""novel"" (amazon), Createspace, Vol. 1, 14 October 2010, Pg. 292, (BK), ISBN-10: 1448666503, (horror/comedy)"
428,3299507,"Orlev, Uri. ""Lauf, Junge, lauf"". (BK)"
429,3301847,"Berger, John. ""Champ"". In: ""Au Regard du Regard"" (France), L'arche, 1 January 1980, Pg. 155, (BK), ISBN-13: 9782851813596"
430,3301847,"Berger, John. ""Champ"". In: ""Au regard du regard"" (France), L'arche, 1 January 1980, Pg. 155, (BK), ISBN-13: 9782851813596"
431,3301976,"Sfar, Joann. ""Le Chat du Rabbin"". Dargaud, 2002, (BK)"
432,3302422,"Olivier Adam. ""Le coeur régulier"""
433,3302662,"Mercier, Johanne. ""Le coq de San Vito"". Dominique et compagnie, 2004, Pg. 123, (BK), ISBN-10: 2-89512-366-7"
434,3302695,"Mathieu Riboulet. ""Le Corps des Anges"". 4 July 2005, (BK), ISBN-10: 2-07-077419-8"
435,3303107,"Jack London. ""A Piece of Steak"". In: ""Saturday Evening Post"" (Indianapolis), Curtis Publishing Company, November 1909, (MG)"
436,3311632,"Nico Toffoli. """" Legio Corpvs: I seguaci del drag"". In: ""Original characters"" (Italy), Edizioni Progetto Cultura, Vol. 1, Iss. 1, 15 November 2008, Pg. 128, (BK), ISBN-13: 978-88-6092-114-7"
437,3314618,"Guy de Maupassant. ""Les dimanches d'un bourgeois de Paris"""
438,3314618,"Guy de maupassant. ""Les dimanches d'un bourgeois de Paris"". 1880"
439,3319039,"Helga Schneider. ""Let Me Go (Memoir)"". Vintage, 3 March 2005, (BK), ISBN-10: 0099443740"
440,3319091,"Longo, Louise. ""Let Me Survive"". Sheridan house, 1996, Pg. 142, (BK), ISBN-10: 1574090062"
441,3320579,"Koren, Yeshayahou. ""Funeral at Noon"". (Israel), The New Library, 1974, Pg. 176, (BK)"
442,3322172,"Seth Fried. ""Lie Down and Die"". In: ""The Great Frustration"", Soft Skull Press, (BK)"
443,3323927,"Rossana Balduzzi Gastini. ""Life on Loan. Vita in Prestito"". Betelgeuse Editore, (BK)"
444,3326064,"Dante Alighieri. ""The Divine Comedy: Inferno"""
445,3326233,"James Frey. ""My Friend Leonard"". Random House, (BK), ISBN-10: 1-57322-315-8"
446,3326297,"Tennessee Williams. ""Why Do You Smoke So Much, Lily?"". In: ""Mr. Paradise and other One Act Plays"""
447,3326548,"Guy de Maupassant. ""La Morte"". 14 March 1885"
448,3338379,Juan Eugenio Hartzenbusch
449,3339786,"Narvaez, Michael J.. ""A Doctor's Call"""
450,3341103,"Dahlan Iskan. ""Tidak Ada Yang TIdak BIsa"". (Jakarta), (BK)"
451,3341709,"Oishi, Kei. ""In Love with the Dead"""
452,3342166,"Jill Thrussell. ""The Love Machine"". August 2015, (BK), ISBN-13: 9780957113268"
453,3344084,"William Shakespeare. ""As You Like It"""
454,3344529,"Foster XVIII, Dan. ""Something's Going Around"". In: ""Draft Distro: Tales of the Past, Present, and Future"", Draft Distro Publishing, 14 March 2013, Pg. 183, (BK), ASIN: B00BUOPA3C, (Anthology)"
455,3345338,"Lucia de Berk. ""Lucia de B., Life With Involuntary Commitment"". Arbeiderspers, (BK)"
456,3349685,"Antonio Savoldi. ""La folle corsa"". MarcoSerraTarantola"
457,3350317,"Gilles Paris. ""Autobiographie d'une courgette"". Editions Plon, 2002, Pg. 226, (BK), ISBN-13: 9782259194440"
458,3351033,"William Shakespeare. ""MacBeth"""
459,3351926,"Bader, Bonnie. ""Madagascar 3: The Novel"". New York: Price Stern Sloan, 2012, ISBN-10: 0843169036"
460,3353962,"O. Henry. ""The Gift of the Magi"". 10 December 1905, (Short Story)"
461,3355014,"Witi Ihimaera. ""Bulibasha"". (New Zealand), Penguin NZ, 3 August 1998, (BK)"
462,3360480,"Cox, Greg. ""Man of Steel"". Novelization of the screenplay by David S. Goyer. London: Titan Books, 2013, ISBN-10: 1781165998"
463,3361449,"Lois Gladys Leppard. ""Mandie and the Forbidden Attic"". Bethany House Publishers, 1985, (BK), ISBN-13: 9780871238221"
464,3361538,"Oddo, Jennifer. ""Mandolyn's Masquerade"". Dog Ear Publishing, 12 December 2008, (BK), ISBN-13: 978-1598588125"
465,3364033,"Antonis Samarakis. ""One Night"". (BK), (Inspired by)"
466,3364706,"Rubens Figueiredo. ""Barco a Seco"". Companhia das Letras, (BK)"
467,3367046,"Anton Chekhov. ""Marriage in 10 15 years' time"""
468,3367294,"Villeneuve, Martin. ""Mars et Avril, tome 1"". (Montreal, Canada), ISBN-13: 9782922585407, (Diesel et la Pastèque, 11 October 2006, Pg. 112, (BK))"
469,3367294,"Villeneuve, Martin. ""Mars et Avril, tome 2: À la poursuite du fantasme"". (Montreal, Canada), ISBN-13: 9782922585414, (Diesel et la Pastèque, 11 October 2006, Pg. 144, (BK))"
470,3371485,"Wesley J Colford. ""Mature Young Adults"". In: ""Full Length Play"""
471,3373503,"William Shakespeare. ""Macbeth"""
472,3373662,"Neile Adams McQueen. ""My Husband, My Friend"". In: ""A Memoir"", Signet, Vol. 1, Iss. 1, 2 December 1986, (BK), ISBN-10: 0451147359"
473,3375539,"Mirjam Oldenhave. ""Mees Kees een pittig klasje."""
474,3378918,"Wallace, Robert. ""First Kiss"". 1 March 2013, (Play)"
475,3378998,"Ron Hall. ""Sputnik, Masked Men, & Midgets: The Early Days of Memphis Wrestling"". Shangri-la Projects, 1 September 2009, Pg. 202, (BK), ISBN-13: 9780966857535"
476,3379398,"Raymond Carver. ""What Do You Do In San Francisco?"". (BK)"
477,3379523,"Achilles Tatius. ""Leucippe and Kleitophon"""
478,3379523,"Chariton. ""Callirhoë"""
479,3379523,"Homer. ""Iliad"""
480,3379523,"Lucanus. ""Civil War"""
481,3379523,"Xenophon of Ephesus. ""Ephesiaca"""
482,3381005,"Nancy Guettier. ""Mermaid on Mars"". Morgan James Publishing, 1 December 2013, Pg. 36, (BK), ISBN-10: 1614486700"
483,3381443,"Nyobia Bryant. ""Message from a Mistress"". In: ""Book"""
484,3382111,"Swanton, Chris. ""Metamorphosis"""
485,3382212,"Fontanarrosa, Roberto. ""Memorias de un wing derecho"". In: ""El mundo ha vivido equivocado y otros cuentos"" (Buenos Aires, Argentina), De la Flor S.R.L., 1985, (BK)"
486,3383059,"W. W. Jacobs. ""The Monkey's Paw"". (England), 1902"
487,3384200,"Gordon Reece. ""Mice"". (Australia), Allen & Unwin, 2010, (BK), ISBN-13: 9781742372358, (Young Adult Fiction)"
488,3386213,"Naoki Urasawa. ""Mighty Boy"". In: ""Shogakukan"" (Japan), Shogakukan"
489,3386778,"Royce Leville. ""The Book of Names"". Rippple Books, 2015, (BK), ISBN-13: 978-3-9816249-2-2"
490,3389209,"Jill Thrussell. ""Cyberhunter"". Pg. 250, (BK), ISBN-10: 0957113250"
491,3389325,"Russel Lazega. ""Managing Bubbie"". (BK), ISBN-13: 9781499126297"
492,3390385,"Ben Hecht. ""The Miracle of the Fifteen Murders"". In: ""Colliers Weekly"" (http://www.unz.org/Pub/Colliers-1943jan16-00011), Peter Collier, 16 January 1943, Pg. 11 -12, (MG)"
493,3392287,"Ransom Riggs. ""Miss Peregrine's Home for Peculiar Children"". (United States), Quirk Books, 7 June 2011, (BK), ISBN-13: 978-1-59474-476-1"
494,3396496,"Van Camp, Richard. ""Dogrib Midnight Runners"". In: ""The Moon of Letting Go"", Enfield & Wizenty, 2009, (BK), ISBN-13: 9781926531007"
495,3397051,"James Joyce. ""Ulysses"""
496,3398285,"Bryant L Clifford. ""The Monarch of Evening Time"". Johnny Rook Publisher, 2002, Pg. 100, (BK), ISBN-10: 0-9787243-0-5"
497,3403047,"Kyril Bonfiglioli and Craig Brown. ""The Great Mortdecai Moustache Mystery"". Black Spring Press Ltd., 30 September 1997"
