,Article,Date,Symbol,Time,Title,Url,compound,neg,neu,pos
320,"   By Bill Rigby | SEATTLE  SEATTLE Microsoft Corp said it aims to get its loss-making Nokia phone unit to break even within two years, helping its stock rise in after-hours trade.The world's largest software company reported a 7 percent dip in quarterly profit on Tuesday, chiefly due to incorporating the struggling handset business of the Finnish mobile pioneer.Microsoft's chief financial officer said in a call with analysts that the company plans to take $1 billion in costs out of the Nokia operation and stop its losses by fiscal 2016 - which ends in June 2016 - following massive job cuts announced last week.That cheered Wall Street, which was not expecting such decisive action.""The expense guidance around Nokia was much better than feared,"" said Daniel Ives, an analyst at FBR Capital Markets. ""While there is still some heavy lifting ahead, it appears brighter days are on the horizon for Microsoft after a decade of pain and frustration."" Microsoft shares hit new 14-year highs over the past week, and were up 1.1 percent at $45.33 after hours. Nokia, which Microsoft bought in April for $7.2 billion in an attempt to take on Apple Inc and Samsung directly in the fast-growing smartphone market, added almost $2 billion to Microsoft's quarterly revenue, but posted an operating loss of $692 million, which included some one-time costs.Nokia's Lumia smartphones, while well-reviewed, have not been as successful as Microsoft hoped, capturing no more than 4 percent of the global market. Lumia sales hit 5.8 million for the nine weeks of the quarter that Nokia was part of Microsoft. That compares with 35.2 million iPhone sales in the quarter.     Microsoft is in the process of drastically reducing Nokia's operation, closing some facilities and cutting about half of its 25,000 workforce, as it looks to rein in costs and refocus on cloud-computing under a plan launched by new Microsoft Chief Executive Satya Nadella last week. ""We will be relentless in our focus on our core, agile work and life experiences and the two platforms that support it, the cloud operating system and the device operating system and hardware,"" said Nadella on the call with analysts.A slight recovery in the personal computer market, which was essentially flat over the past three months after two years of declines, helped sales of Microsoft's core Windows and Office products in the quarter. Overall quarterly revenue rose 17 percent to $23.38 billion, above analysts' average estimate of $23 billion, although the bulk of that was due to the addition of sales from Nokia.Microsoft reported fiscal fourth-quarter profit of $4.61 billion, or 55 cents per share, compared with $4.96 billion, or 59 cents per share, in the year-ago quarter.Wall Street had expected 60 cents per share, on average, although it is not clear how analysts had factored in the performance and cost of integrating the Nokia operation.     (Reporting by Bill Rigby; Editing by Bernard Orr)",2014-07-22,MSFT,"Tue Jul 22, 2014 | 7:34pm EDT","Microsoft sees end to Nokia losses, shares rise after hours",http://www.reuters.com//article/us-microsoft-results-idUSKBN0FR2B720140722?type=companyNews,0.8168,0.049,0.885,0.066
321,"  (Recasts and adds outlook on Nokia unit)By Bill RigbySEATTLE, July 22 Microsoft Corp said it aims to get its loss-making Nokia phone unit to break even within two years, helping its stock rise in after-hours trade.The world's largest software company reported a 7 percent dip in quarterly profit on Tuesday, chiefly due to incorporating the struggling handset business of the Finnish mobile pioneer.Microsoft's chief financial officer said in a call with analysts that the company plans to take $1 billion in costs out of the Nokia operation and stop its losses by fiscal 2016 - which ends in June 2016 - following massive job cuts announced last week.That cheered Wall Street, which was not expecting such decisive action. ""The expense guidance around Nokia was much better than feared,"" said Daniel Ives, an analyst at FBR Capital Markets. ""While there is still some heavy lifting ahead, it appears brighter days are on the horizon for Microsoft after a decade of pain and frustration.""Microsoft shares hit new 14-year highs over the past week, and were up 1.1 percent at $45.33 after hours.Nokia, which Microsoft bought in April for $7.2 billion in an attempt to take on Apple Inc and Samsung  directly in the fast-growing smartphone market, added almost $2 billion to Microsoft's quarterly revenue, but posted an operating loss of $692 million, which included some one-time costs. Nokia's Lumia smartphones, while well-reviewed, have not been as successful as Microsoft hoped, capturing no more than 4 percent of the global market. Lumia sales hit 5.8 million for the nine weeks of the quarter that Nokia was part of Microsoft. That compares with 35.2 million iPhone sales in the quarter.Microsoft is in the process of drastically reducing Nokia's operation, closing some facilities and cutting about half of its 25,000 workforce, as it looks to rein in costs and refocus on cloud-computing under a plan launched by new Microsoft Chief Executive Satya Nadella last week. ""We will be relentless in our focus on our core, agile work and life experiences and the two platforms that support it, the cloud operating system and the device operating system and hardware,"" said Nadella on the call with analysts.A slight recovery in the personal computer market, which was essentially flat over the past three months after two years of declines, helped sales of Microsoft's core Windows and Office products in the quarter.Overall quarterly revenue rose 17 percent to $23.38 billion, above analysts' average estimate of $23 billion, although the bulk of that was due to the addition of sales from Nokia.Microsoft reported fiscal fourth-quarter profit of $4.61 billion, or 55 cents per share, compared with $4.96 billion, or 59 cents per share, in the year-ago quarter.Wall Street had expected 60 cents per share, on average, although it is not clear how analysts had factored in the performance and cost of integrating the Nokia operation.       (Reporting by Bill Rigby; Editing by Bernard Orr)",2014-07-22,MSFT,"Tue Jul 22, 2014 | 7:31pm EDT","UPDATE 3-Microsoft sees end to Nokia losses, shares rise after hours",http://www.reuters.com//article/microsoft-results-idUSL2N0PX29C20140722?type=companyNews,0.8168,0.049,0.886,0.066
322,"  * S&P 500 hits intraday record* Chipotle rallies a day after results, Netflix slides* Inflation data expected to keep Fed on track* Dow up 0.4 pct; S&P 500 up 0.5 pct; Nasdaq up 0.7 pct   (Updates to close)By Ryan VlastelicaNEW YORK, July 22 U.S. stocks rose on Tuesday as some positive earnings and economic data pointed to a market that still had room to rise despite the S&P 500 hitting an intraday record.Investors continued to pay close attention to unstable regions abroad, and while violence persisted in the Gaza Strip, hopes rose for an easing of tension in Ukraine.Verizon Communications Inc rose 0.6 percent to $50.98 after the company reported revenue that topped expectations.  Chipotle Mexican Grill was the S&P 500's biggest percentage gainer, up 11.8 percent at $659.77 a day after the burrito chain reported a steep jump in profit.Netflix Inc, one of the market's biggest trading favorites over the past few years, reported a quarterly profit that more than doubled on Monday after the market closed. However, on Tuesday, Netflix shares fell 4.6 percent to $431.09 as the company's plans to expand in Europe were seen as eroding profits. With 23 percent of S&P 500 companies having reported results, 66.1 percent posted earnings that topped expectations, according to Thomson Reuters data, above the long-term average of 63 percent. More than 64 percent have beaten revenue forecasts, above the long-term average of 61 percent.""So far earnings have been pretty robust, better than a lot of people were looking for, including on the forward guidance side,"" said William Greiner, chief investment officer at Mariner Wealth Advisors in Leawood, Kansas. ""There are some concerns about valuation, but stocks remain a more attractive asset class than bonds.""After the closing bell, Microsoft Corp reported a rise in revenue, though earnings fell in part due to the effect of incorporating the handset business of Nokia, which it acquired in April. Microsoft's stock was flat at $44.83 in extended-hours trading.Apple Inc reported third-quarter earnings that topped expectations, though revenue missed forecasts. Apple's stock initially fell in after-hours trading, though it subsequently turned higher, rising 0.3 percent to $95. During Tuesday's regular session, homebuilders' stocks represented one of the strongest sectors. The housing index  gained 1 percent after data showed that existing home sales hit an eight-month high in June. D.R. Horton Inc  rose 1.9 percent to $24.30 while Beazer Homes advanced 2 percent to $19.21.The U.S. Consumer Price Index rose in June, although the overall trend pointed to a slow buildup of inflation pressures, conditions that could allow the U.S. Federal Reserve to keep gradually easing its stimulus programs.The Dow Jones industrial average rose 61.81 points or 0.36 percent, to end at 17,113.54. The S&P 500 gained 9.90 points or 0.50 percent, to 1,983.53. The Nasdaq Composite  added 31.31 points or 0.71 percent, to 4,456.02.The S&P 500 hit an intraday record high just above 1,986, the latest in a series of such records. Equities have been strong in 2014, with July on track to be the S&P 500's sixth straight monthly advance. Abroad, pro-Russian rebels agreed to hand over the black boxes from the Malaysian Airlines plane shot down last week near the Ukraine-Russia border and the Malaysian government negotiated the release of the remains of nearly 300 victims.Traders also kept an eye on the Middle East as Israel pounded targets across the Gaza Strip and said no cease-fire was near. Top U.S. and U.N. diplomats pursued talks to stop fighting that has claimed more than 600 lives, an overwhelming majority from inside Gaza.""We're worried about the situation in Gaza and Ukraine, but it is hard to put a dollars-and-cents amount to it,"" said Greiner, who helps oversee $33 billion in assets. ""It's important, but more of a sentiment issue.""In other earnings news, United Technologies Corp  shares fell 1.9 percent to $110.86 despite the company's strong outlook. Coca-Cola Co dropped 2.9 percent to $41.19 after the soft drinks company's sales missed estimates. The Travelers Companies Inc shares dropped 3.8 percent to $91.63 after hail and wind storms in the United States increased the insurer's catastrophe losses. All three companies are Dow components.Billionaire activist investor William Ackman's latest volley of accusations against Herbalife fell flat on Wall Street, with the nutrition company's shares soaring 25.5 percent to $67.77.About two-thirds of the stocks traded on the New York Stock Exchange closed higher for the day while about 65 percent of Nasdaq-listed shares closed in positive territory.About 5.05 billion shares traded on all U.S. platforms, according to BATS exchange data, below the month-to-date average of 5.56 billion.   (Editing by Jan Paschal)",2014-07-22,MSFT,"Tue Jul 22, 2014 | 4:54pm EDT","US STOCKS-Wall St gains on earnings, data; conflicts still eyed",http://www.reuters.com//article/markets-usa-stocks-idUSL2N0PX28R20140722?type=companyNews,0.9938,0.054,0.824,0.122
323,"  SEATTLE, July 22 Microsoft Corp said on Tuesday its fiscal fourth-quarter revenue rose, but its profit fell, partly due to the effect of incorporating the handset business of Nokia, which it acquired in April.The world's largest software company reported quarterly profit of $4.61 billion, or 55 cents per share, compared with $4.96 billion, or 59 cents per share, in the year-ago quarter.  Revenue rose 17 percent to $23.38 billion.   (Reporting by Bill Rigby; Editing by Bernard Orr) ",2014-07-22,MSFT,"Tue Jul 22, 2014 | 4:14pm EDT","Microsoft revenue rises, profit falls as Nokia absorbed",http://www.reuters.com//article/microsoft-results-idUSL2N0PX1OP20140722?type=companyNews,0.9231,0.0,0.846,0.154
324,"  SAN FRANCISCO/FRANKFURT European Union antitrust regulators are preparing to step up investigations of Google Inc's practices on several fronts and are likely to revise certain terms of a settlement involving its search engine that was proposed earlier this year, the Wall Street Journal reported on Tuesday.Google has been the target of a European Commission investigation since November 2010, when more than a dozen complainants, including Microsoft Corp, accused the company of promoting its own services at their expense.In February, Google agreed to make concessions on how it displays competitors' links, striking a deal that ended a three-year antitrust probe and avoided a hefty fine. But the agreement has been criticized, both by tech companies and European politicians, as inadequate. Competition Commissioner Joaquin Almunia said at the time he would accept Google's concessions without consulting complainants, prompting a furious response.On Tuesday, the Commission said it was considering formal complaints to the agreement and aimed to make a decision on the matter in September. ""We have written to the formal complainants in the ongoing proceedings and we have not received yet all their replies,"" a spokesman for the Commission said. ""In early August all replies will have been submitted. We will then thoroughly analyze the arguments they contain and, depending on the outcome of that analysis, the next steps will be decided by Mr. Almunia in September.""Google may face other investigations, including regarding its Android operating system for smartphones.The European Commission recently sent a fresh request for information to handset makers on their dealings with Android, which runs on roughly four-fifths of the world's smartphones. That line of inquiry is likely to turn into a formal investigation, the Journal reporting, citing a person with knowledge of the situation. Last month, Almunia said he could initiate an investigation of YouTube if he saw any attempt by Google to abuse its dominance of online video searching. In a guest editorial for German newspaper Bild on Tuesday, Martin Shulz, head of the EU Parliament, argued that the decision on how to treat Google should not be taken by an outgoing Commission. Almunia will vacate his post later this year.  ""The EU has to make the decision on how to deal with Google with care,"" he said in the editorial. ""It cannot be that we’ve been discussing Google for months, and that the decision takes place when half of Europe is on holiday.""Google did not respond to a request for comment. (Reporting by Edwin Chan and Kristina Cooke in San Francisco and Harro ten Wolde in Frankfurt; Editing by Chris Reese and Dan Grebler)",2014-07-22,MSFT,"Tue Jul 22, 2014 | 2:39pm EDT",EU antitrust regulators likely to step up Google probes: WSJ,http://www.reuters.com//article/us-google-antitrust-idUSKBN0FR1ZJ20140722?type=companyNews,-0.8103,0.073,0.866,0.061
325,"  (Adds comments from politician's editorial)SAN FRANCISCO/FRANKFURT, July 22 European Union antitrust regulators are preparing to step up investigations of Google Inc's practices on several fronts and are likely to revise certain terms of a settlement involving its search engine that was proposed earlier this year, the Wall Street Journal reported on Tuesday.Google has been the target of a European Commission investigation since November 2010, when more than a dozen complainants, including Microsoft Corp, accused the company of promoting its own services at their expense.In February, Google agreed to make concessions on how it displays competitors' links, striking a deal that ended a three-year antitrust probe and avoided a hefty fine.But the agreement has been criticized, both by tech companies and European politicians, as inadequate. Competition Commissioner Joaquin Almunia said at the time he would accept Google's concessions without consulting complainants, prompting a furious response. On Tuesday, the Commission said it was considering formal complaints to the agreement and aimed to make a decision on the matter in September.""We have written to the formal complainants in the ongoing proceedings and we have not received yet all their replies,"" a spokesman for the Commission said. ""In early August all replies will have been submitted. We will then thoroughly analyze the arguments they contain and, depending on the outcome of that analysis, the next steps will be decided by Mr. Almunia in September."" Google may face other investigations, including regarding its Android operating system for smartphones.The European Commission recently sent a fresh request for information to handset makers on their dealings with Android, which runs on roughly four-fifths of the world's smartphones. That line of inquiry is likely to turn into a formal investigation, the Journal reporting, citing a person with knowledge of the situation. Last month, Almunia said he could initiate an investigation of YouTube if he saw any attempt by Google to abuse its dominance of online video searching.In a guest editorial for German newspaper Bild on Tuesday, Martin Shulz, head of the EU Parliament, argued that the decision on how to treat Google should not be taken by an outgoing Commission. Almunia will vacate his post later this year.""The EU has to make the decision on how to deal with Google with care,"" he said in the editorial. ""It cannot be that we've been discussing Google for months, and that the decision takes place when half of Europe is on holiday.""Google did not respond to a request for comment.   (Reporting by Edwin Chan and Kristina Cooke in San Francisco and Harro ten Wolde in Frankfurt; Editing by Chris Reese and Dan Grebler)",2014-07-22,MSFT,"Tue Jul 22, 2014 | 2:21pm EDT",UPDATE 2-EU antitrust regulators likely to step up Google probes -WSJ,http://www.reuters.com//article/google-antitrust-idUSL2N0PX1M820140722?type=companyNews,-0.8464,0.073,0.871,0.057
326,"  (Adds items on Catalunya Banc, BC Partners, Alitalia, EMC Corp and Glenfidditch)July 22 The following corporate finance-related stories were reported by media:* Embattled Los Angeles Clippers owner Donald Sterling on Monday met with former Microsoft Corp Chief Executive Officer Steve Ballmer to discuss a possible settlement over Sterling's opposition to the $2 billion sale of the basketball team, a source close to the case said.* Club Mediterranee's board of directors will meet on Friday to decide whether to back a takeover offer for the holidays group from top shareholder Andrea Bonomi, according to a source close to the matter. * Spain will sell Catalunya Banc, one of the last lenders still in state hands after the financial crisis, to the country's second-biggest bank BBVA for just under 1.2 billion euros ($1.6 billion), said bank restructuring fund FROB on Monday.* European private equity firm BC Partners has appointed Bank of America Merrill Lynch and Goldman Sachs to run the listing of its OVS Industry fashion chain, several sources familiar with the matter said on Monday. * Poste Italiane will only invest more money in Alitalia if it avoids taking on the airline's past liabilities, three sources close to the matter said on Monday, a condition likely to hamper a rescue deal with Etihad Airways. * Activist investor Elliott Management Corp has taken a $1 billion stake in EMC Corp and plans to push it to spin off virtualization software unit VMware Inc, the Wall Street Journal reported, citing people familiar with the matter.* Glenfiddich, the scotch whiskey business owned by William Grant & Sons, is looking to buy Drambuie, the brand owned by the MacKinnon family, in a 100 million pounds ($170.76 million)takeover, Sky News reported late Monday.For the deals of the day click onFor the Morning News Call-EMEA newsletter click on     (Compiled by Abhiram Nandakumar in Bangalore)",2014-07-22,MSFT,"Tue Jul 22, 2014 | 2:07am EDT",UPDATE 1-Market Chatter-Corporate finance press digest,http://www.reuters.com//article/market-chatter-idUSL4N0PX1D320140722?type=companyNews,0.4404,0.025,0.931,0.044
327,"   By Eric Kelsey | LOS ANGELES  LOS ANGELES Embattled Los Angeles Clippers owner Donald Sterling on Monday met with former Microsoft Corp Chief Executive Officer Steve Ballmer to discuss a possible settlement over Sterling's opposition to the $2 billion sale of the basketball team, a source close to the case said.Ballmer met with Sterling for 90 minutes at the 80-year-old real estate billionaire' s request, but the talks did not resolve Sterling's opposition to the deal brokered by his estranged wife, the source said.Sterling and his wife, Shelly Sterling, are locked in a court battle over whether Sterling has legal standing to block the NBA-record sale to Ballmer.Ballmer's attorney Adam Streisand and Shelly Sterling's attorney Pierce O'Donnell also attended the meeting, the source said.Messages left with representatives for Sterling seeking comment were not immediately returned. The Sterlings' probate trial has entered its final phase and Donald Sterling's lawyers, who were scheduled to present their case on Monday, called off the day's hearing after less than an hour. Sterling's case was dealt a significant blow last week when Los Angeles Superior Court Judge Michael Levanas refused to throw out testimony by physicians who said he has early Alzheimer's disease and cannot handle his business affairs.The trial picks up on Tuesday with testimony from current Clippers interim CEO Richard Parsons, the former head of Time Warner Inc.Shelly Sterling, 79, has told the court she sold the franchise at her husband's behest after the league banned him for life and threatened to seize the team for taped racist remarks he made in private that were publicized. The remarks disparaging black people caused sponsors to cut ties with the team that Sterling has owned for 33 years. Players considered a boycott amid general public outrage.Sterling contends that his wife and her lawyers misled him into submitting to the medical examinations that handed her control of the franchise.Levanas will decide whether Shelly Sterling complied with the terms of the family trust that owns the Clippers in ousting her husband and if the sale can go forward after Sterling revoked the trust. Sterling, who was combative and shouted during testimony in the trial, said the Clippers are worth more than $2 billion and that he would never sell the team.The chief financial officer and controller of Sterling's Beverly Hills Properties company testified on Monday that Sterling would have to sell some of his $2.5 billion in real estate assets to cover loan obligations.Darren Schield said banks could now call Sterling's $480 million in liabilities since he revoked the trust that owns his holdings.""I told him this revocation would open up Pandora's Box and there would be severe consequences for us,"" Schield told the court, adding that Sterling's poor public image would also make it too difficult to raise enough cash by issuing stock. (Editing by Lisa Shumaker)",2014-07-22,MSFT,"Mon Jul 21, 2014 | 10:39pm EDT","Sterling, Ballmer discuss possible Clippers deal: source",http://www.reuters.com//article/us-nba-clippers-idUSKBN0FQ22N20140722?type=companyNews,-0.9744,0.095,0.854,0.051
328,"  (Recasts with Sterling meeting Ballmer)By Eric KelseyLOS ANGELES, July 21 Embattled Los Angeles Clippers owner Donald Sterling on Monday met with former Microsoft Corp Chief Executive Officer Steve Ballmer to discuss a possible settlement over Sterling's opposition to the $2 billion sale of the basketball team, a source close to the case said.Ballmer met with Sterling for 90 minutes at the 80-year-old real estate billionaire's request, but the talks did not resolve Sterling's opposition to the deal brokered by his estranged wife, the source said.Sterling and his wife, Shelly Sterling, are locked in a court battle over whether Sterling has legal standing to block the NBA-record sale to Ballmer.Ballmer's attorney Adam Streisand and Shelly Sterling's attorney Pierce O'Donnell also attended the meeting, the source said.Messages left with representatives for Sterling seeking comment were not immediately returned. The Sterlings' probate trial has entered its final phase and Donald Sterling's lawyers, who were scheduled to present their case on Monday, called off the day's hearing after less than an hour.Sterling's case was dealt a significant blow last week when Los Angeles Superior Court Judge Michael Levanas refused to throw out testimony by physicians who said he has early Alzheimer's disease and cannot handle his business affairs.The trial picks up on Tuesday with testimony from current Clippers interim CEO Richard Parsons, the former head of Time Warner Inc. Shelly Sterling, 79, has told the court she sold the franchise at her husband's behest after the league banned him for life and threatened to seize the team for taped racist remarks he made in private that were publicized.The remarks disparaging black people caused sponsors to cut ties with the team that Sterling has owned for 33 years. Players considered a boycott amid general public outrage.Sterling contends that his wife and her lawyers misled him into submitting to the medical examinations that handed her control of the franchise. Levanas will decide whether Shelly Sterling complied with the terms of the family trust that owns the Clippers in ousting her husband and if the sale can go forward after Sterling revoked the trust.Sterling, who was combative and shouted during testimony in the trial, said the Clippers are worth more than $2 billion and that he would never sell the team.The chief financial officer and controller of Sterling's Beverly Hills Properties company testified on Monday that Sterling would have to sell some of his $2.5 billion in real estate assets to cover loan obligations.Darren Schield said banks could now call Sterling's $480 million in liabilities since he revoked the trust that owns his holdings.""I told him this revocation would open up Pandora's Box and there would be severe consequences for us,"" Schield told the court, adding that Sterling's poor public image would also make it too difficult to raise enough cash by issuing stock.   (Editing by Lisa Shumaker)",2014-07-22,MSFT,"Mon Jul 21, 2014 | 9:40pm EDT","UPDATE 1-Sterling, Ballmer discuss possible Clippers deal -source",http://www.reuters.com//article/nba-clippers-idUSL2N0PX00S20140722?type=companyNews,-0.9822,0.095,0.862,0.043
329,"  * Apple rallies after results, boosting tech names* Boeing falls despite profit rise, weighing on Dow* Biotechs rally for fourth straight session* Dow down 0.1 pct, S&P up 0.2 pct, Nasdaq up 0.4 pct   (Updates to afternoon trading)By Ryan VlastelicaNEW YORK, July 23 U.S. stocks were largely higher on Wednesday, with the S&P 500 hitting another record high after bullish results from tech giants Apple and Microsoft, though technical resistance and conflicts in Ukraine and the Gaza Strip kept gains in check.Biotech stocks were among the biggest gainers of the day, boosted by some strong results and drug trial data. The Nasdaq Biotech index jumped 1.9 percent in its fourth straight day of gains.The S&P information technology index rose 0.3 percent, one of the strongest sectors of the day. Apple Inc  and Microsoft Corp rose following results posted late Tuesday, with Apple up 3 percent to a 22-month high as concerns faded about the iPhone maker's margins. Dow component Microsoft was up 0.3 percent after it said it aimed to get its loss-making Nokia phone unit to break even within two years.""Earnings season has been going very well, beating on both the top and bottom line, which suggests companies will continue to execute well,"" said Alan Gayle, senior investment strategist at RidgeWorth Investments in Atlanta, Georgia.About 68.5 percent of S&P 500 components have reported earnings above expectations, topping the long-term average of 63 percent, according to Thomson Reuters data. On the revenue side, 63.1 percent have beaten, above the historical average of 61 percent. Overseas issues continued to limit market gains. Two Ukrainian fighter jets were downed near the area where a passenger jet was shot down last week, a spokesman for Ukraine's military operations said Wednesday.Violence also continued in the Gaza Strip, though U.S. Secretary of State John Kerry said indirect truce talks between Israel and Hamas had made some progress.""There's a battle going on in the market between earnings and geopolitical issues, and right now it looks like earnings have a slight edge,"" said Gayle, who helps oversee $50 billion in assets. ""These are big areas of concern, but they've yet to translate to anything tangible from an economic standpoint.""The Dow Jones industrial average fell 17.18 points or 0.1 percent, to 17,096.36, the S&P 500 gained 4.58 points or 0.23 percent, to 1,988.11 and the Nasdaq Composite  added 18.40 points or 0.41 percent, to 4,474.42. The S&P touched a record above 1,989 but the 1,985-1,990 area was developing into technical resistance, analysts said.The Dow was kept under pressure by Boeing Co, which fell 2.2 percent to $126.86. It reported a 52 percent jump in quarterly profit but investors were spooked by rising costs in its military tanker program.PepsiCo rose 2.9 percent to $91.76 after it reported a higher-than-expected quarterly profit and raised its full-year adjusted earnings forecast.In the biotech space, Biogen Idec reported sharply higher-than-expected quarterly revenue on surging sales of its new treatment for multiple sclerosis and raised its full-year profit forecast. Shares were up 10.9 percent at $336.93.Intuitive Surgical rose 14.7 percent to $449.98, the S&P's biggest percentage gainer, a day after second-quarter revenue beat expectations.Puma Biotechnology nearly quadrupled to $233.28 on heavy volume a day after it said its experimental breast cancer drug met its main goal in a late-stage trial.    (Editing by Bernadette Baum and Nick Zieminski)",2014-07-23,MSFT,"Wed Jul 23, 2014 | 2:25pm EDT",US STOCKS-Wall St mostly gains on earnings; biotechs rally,http://www.reuters.com//article/markets-usa-stocks-idUSL2N0PY1XK20140723?type=companyNews,-0.737,0.048,0.9,0.051
330,"  (Changes wording in paragraph four to show Almunia said he would not conduct a formal market test, instead of that he would not consult complainants)SAN FRANCISCO/FRANKFURT, July 22 European Union antitrust regulators are preparing to step up investigations of Google Inc's practices on several fronts and are likely to revise certain terms of a settlement involving its search engine that was proposed earlier this year, the Wall Street Journal reported on Tuesday.Google has been the target of a European Commission investigation since November 2010, when more than a dozen complainants, including Microsoft Corp, accused the company of promoting its own services at their expense.In February, Google agreed to make concessions on how it displays competitors' links, striking a deal that ended a three-year antitrust probe and avoided a hefty fine.But the agreement has been criticized, both by tech companies and European politicians, as inadequate. Competition Commissioner Joaquin Almunia said at the time he would accept Google's concessions without conducting a formal market test, prompting a furious response. On Tuesday, the Commission said it was considering formal complaints to the agreement and aimed to make a decision on the matter in September.""We have written to the formal complainants in the ongoing proceedings and we have not received yet all their replies,"" a spokesman for the Commission said. ""In early August all replies will have been submitted. We will then thoroughly analyze the arguments they contain and, depending on the outcome of that analysis, the next steps will be decided by Mr. Almunia in September."" Google may face other investigations, including regarding its Android operating system for smartphones.The European Commission recently sent a fresh request for information to handset makers on their dealings with Android, which runs on roughly four-fifths of the world's smartphones. That line of inquiry is likely to turn into a formal investigation, the Journal reporting, citing a person with knowledge of the situation. Last month, Almunia said he could initiate an investigation of YouTube if he saw any attempt by Google to abuse its dominance of online video searching.In a guest editorial for German newspaper Bild on Tuesday, Martin Shulz, head of the EU Parliament, argued that the decision on how to treat Google should not be taken by an outgoing Commission. Almunia will vacate his post later this year.""The EU has to make the decision on how to deal with Google with care,"" he said in the editorial. ""It cannot be that we've been discussing Google for months, and that the decision takes place when half of Europe is on holiday.""Google did not respond to a request for comment.   (Reporting by Edwin Chan and Kristina Cooke in San Francisco and Harro ten Wolde in Frankfurt; Editing by Chris Reese and Dan Grebler)",2014-07-23,MSFT,"Wed Jul 23, 2014 | 1:50pm EDT",CORRECTED-UPDATE 2-EU antitrust regulators likely to step up Google probes -WSJ,http://www.reuters.com//article/google-antitrust-idUSL2N0PX1M820140723?type=companyNews,-0.7777,0.065,0.881,0.055
331,"  * Microsoft sees end to Nokia losses, shares rise* Apple shares up after earnings; leads S&P 500* Indexes: Dow flat, S&P up 0.3 pct, Nasdaq up 0.5 pct   (Updates prices, adds details, comment)By Rodrigo CamposNEW YORK, July 23 The S&P 500 hit a record high on Wednesday, lifted by bullish earnings from companies like Apple and Microsoft, though technical resistance and conflicts in Ukraine and the Gaza Strip kept gains in check.The S&P touched a record above 1,989 but the 1,985-1,990 area was developing into technical resistance, analysts said.News of two Ukrainian fighter jets being downed Wednesday, near the area where a passenger jet was shot down last week, added to caution on markets.""What we have today is a testing of the (resistance level) on the S&P,"" said Art Hogan, chief market strategist at Wunderlich Securities in New York. ""With the addition of the fighter jets being downed in Ukraine, people are looking at the market and can't seem to find a way to break through.""Hogan said higher-than-average revenue beats by companies that have reported so far this quarter pointed to a stronger economy.About 64.3 percent of S&P 500 components have reported revenue exceeding analyst expectations, above the 61 percent beat rate since 2002 and 55 percent over the past four quarters.The Dow Jones industrial average fell 7.32 points, or 0.04 percent, to 17,106.22, the S&P 500 gained 5.1 points or 0.26 percent, to 1,988.63 and the Nasdaq Composite  added 21.89 points or 0.49 percent, to 4,477.90. Apple shares jumped 2.8 percent to $97.37 even as it reported a smaller-than-expected 6 percent rise in quarterly revenue Tuesday. Sales surged 28 percent in greater China despite stiff competition in its third-largest market.Microsoft shares rose 1 percent to $45.26 a day after it said it aimed to get its loss-making Nokia phone unit to break even within two years.Boeing reversed a premarket gain and fell 2.2 percent to $126.86 even as it reported a 52 percent jump in quarterly profit on higher commercial aircraft deliveries. Boeing was the heaviest drag on the Dow industrials. PepsiCo rose 3.3 percent to $92.07 after it reported a higher-than-expected quarterly profit and raised its full-year adjusted earnings forecast.Biogen Idec reported sharply higher-than-expected quarterly revenue on surging sales of its new treatment for multiple sclerosis and raised its full-year profit forecast. Shares were up 10.9 percent at $336.93.Intuitive Surgical rose 13.4 percent to $444.75 a day after reporting second-quarter earnings that were better than its dismal first quarter, though it was still its fifth straight quarterly decline.Puma Biotechnology shares soared 264 percent to $214.95 a day after it said its experimental breast cancer drug met its main goal in a late-stage trial.In a blow to Israel's economy, U.S. and European air carriers halted flights to Tel Aviv, citing concern over a militant rocket from Gaza that hit a house near the city's airport. Israel urged reconsideration of the decision, saying its air space was safe.In Ukraine, pro-Russian rebels have shot down two Ukrainian fighter jets not far from where a Malaysian passenger jet was brought down in eastern Ukraine, a spokesman for Ukraine's military operations said Wednesday.The first bodies of victims from the downed Malaysian airliner arrived in Eindhoven. Many of the 298 deceased were Dutch.    (Editing by Bernadette Baum)",2014-07-23,MSFT,"Wed Jul 23, 2014 | 11:02am EDT","US STOCKS-Wall St ticks up on earnings; technicals, conflicts eyed",http://www.reuters.com//article/markets-usa-stocks-idUSL2N0PY17S20140723?type=companyNews,0.9843,0.038,0.861,0.101
