,Article,Date,Symbol,Time,Title,Url,compound,neg,neu,pos
70,"  (Adds details)Sept 22 British American Tobacco Plc  said it would buy Poland's CHIC Group, owner of Europe's largest e-cigarette retailing network, and signed a vapour technology-sharing term sheet with RJ Reynolds Tobacco Co, a unit of Reynolds American Inc.The deals are the latest in BAT's push to expand in the fast-growing e-cigarette business, where the world's second-biggest cigarette maker has said it sees huge potential.BAT, whose conventional cigarette brands include Dunhill, Lucky Strike and Pall Mall, already sells a line of e-cigarettes called Vype in the UK.CHIC Group has 800 points of sale in Poland, a dedicated e-liquids production facility, a modern research and development centre, and leading Polish e-cigarette brands. The financial details of the deal were not disclosed.E-cigarettes allow users to inhale nicotine-laced vapour but contain no tobacco. Most of the chemicals that cause smoking-related diseases are absent. BAT said its arrangement with RJ Reynolds provides a framework for collaboration and cross-licensing of the parties' vapour product technologies up to the end of 2022.BAT shares were down 1.7 percent at 3498 pence by 1022 GMT. The FTSE-100 index was down 2.2 percent. (Reporting by Aastha Agnihotri in Bengaluru; Editing by Anupama Dwivedi and Ted Kerr)",2015-09-22,RAI,"Tue Sep 22, 2015 | 6:28am EDT","UPDATE 1-BAT to buy Polish e-cigarette firm, signs deal with RJ Reynolds",http://www.reuters.com//article/bat-ma-idUSL4N11S2KY20150922?type=companyNews,0.8436,0.027,0.897,0.077
71,"  British American Tobacco Plc (BATS.L) said on Tuesday it would buy CHIC Group of Poland to boost its presence in the growing e-cigarette market.BAT also signed a vapor technology-sharing term sheet with RJ Reynolds Tobacco Company, a unit of Reynolds American (RAI.N).    (Reporting by Aastha Agnihotri in Bengaluru; Editing by Anupama Dwivedi)",2015-09-22,RAI,"Tue Sep 22, 2015 | 5:39am EDT","BAT to buy Polish e-cigarette firm, inks deal with Reynolds American",http://www.reuters.com//article/us-bat-m-a-idUSKCN0RM0XW20150922?type=companyNews,0.7378,0.0,0.867,0.133
72,"  Sept 22 British American Tobacco Plc  said on Tuesday it would buy CHIC Group of Poland to boost its presence in the growing e-cigarette market. BAT also signed a vapour technology-sharing term sheet with RJ Reynolds Tobacco Company, a unit of Reynolds American .    (Reporting by Aastha Agnihotri in Bengaluru; Editing by Anupama Dwivedi)  ",2015-09-22,RAI,"Tue Sep 22, 2015 | 5:36am EDT","BAT to buy Polish e-cigarette firm, inks deal with Reynolds American",http://www.reuters.com//article/bat-ma-idUSL4N11S2IG20150922?type=companyNews,0.7378,0.0,0.869,0.131
73,"  Japan Tobacco Inc (2914.T) is in advanced talks to buy assets worth about $5 billion from Reynolds American Inc (RAI.N), including some of the Natural American Spirit tobacco brand, Bloomberg reported on Thursday.Reynolds American declined to comment while Japan Tobacco could not be immediately reached for a comment outside regular business hours.The talks could still fall apart and the size of the deal and nature of assets could change, Bloomberg said, citing people familiar with the talks.     (Reporting by Rishika Sadam in Bengaluru; Editing by Don Sebastian)",2015-09-24,RAI,"Thu Sep 24, 2015 | 6:16pm EDT",Japan Tobacco in talks to buy Reynolds American assets: Bloomberg,http://www.reuters.com//article/us-reynoldsamerican-divestiture-japantob-idUSKCN0RO2LX20150924?type=companyNews,0.8022,0.014,0.861,0.125
74,"  Sept 24 Japan Tobacco Inc is in advanced talks to buy assets worth about $5 billion from Reynolds American Inc, including some of the Natural American Spirit tobacco brand, Bloomberg reported on Thursday.Reynolds American declined to comment while Japan Tobacco could not be immediately reached for a comment outside regular business hours. The talks could still fall apart and the size of the deal and nature of assets could change, Bloomberg said, citing people familiar with the talks. (bloom.bg/1VdtN1O)  (Reporting by Rishika Sadam in Bengaluru; Editing by Don Sebastian)",2015-09-24,RAI,"Thu Sep 24, 2015 | 5:57pm EDT",Japan Tobacco in talks to buy Reynolds American assets - Bloomberg,http://www.reuters.com//article/reynoldsamerican-divestiture-japantobacc-idUSL4N11U53720150924?type=companyNews,0.8022,0.014,0.864,0.123
75,"  Japan Tobacco Inc (2914.T) is in advanced talks to buy assets worth about $5 billion from Reynolds American Inc (RAI.N), including some of the Natural American Spirit tobacco brand, Bloomberg reported on Thursday.The talks could still fall apart and the size of the deal and nature of assets could change, Bloomberg said, citing people familiar with the talks. (bloom.bg/1VdtN1O)    Both companies declined to comment on the report.Shares in Japan Tobacco closed morning trade up 3.0 percent, while the benchmark Nikkei average .N225 was flat. Japan Tobacco, whose brands include Winston, Camel and Mevius, wants to become the world's biggest cigarette maker, overtaking first and second-ranked Philip Morris International (PM.N) and British American Tobacco (BATS.L), though it has not given a time frame.Bolstered by a sizeable war chest with cash and cash equivalents worth 343.6 billion yen ($2.9 billion), it is counting on overseas growth to offset shrinking demand at home, where the smoking population has fallen for two decades.  This year the company, which is one-third held by the Japanese government, bought Florida-based electronic-cigarette maker Logic Technology Development LLC for an undisclosed price. That followed its acquisition last year of UK-based Zandera Ltd, best known for its E-Lites brand of e-cigarettes.  (Reporting by Rishika Sadam in BENGALURU, Ritsuko Shimizu and Chang-Ran Kim in TOKYO; Editing by Don Sebastian and Edwina Gibbs)",2015-09-25,RAI,"Thu Sep 24, 2015 | 10:57pm EDT",Japan Tobacco in talks to buy Reynolds assets worth $5 billion: Bloomberg,http://www.reuters.com//article/us-reynoldsamerican-divestiture-japantob-idUSKCN0RO2LX20150925?type=companyNews,0.8519,0.034,0.88,0.086
76,"  * JT in talks to buy assets worth about $5 bln - Bloomberg* Talks in advanced stage but could still fall apart -Bloomberg* JT wants to be world's top tobacco maker* JT shares up 3.0 pct, outperforming Tokyo market   (Adds Japan Tobacco's global ambitions, share price) Sept 24 Japan Tobacco Inc is in advanced talks to buy assets worth about $5 billion from Reynolds American Inc, including some of the Natural American Spirit tobacco brand, Bloomberg reported on Thursday.The talks could still fall apart and the size of the deal and nature of assets could change, Bloomberg said, citing people familiar with the talks. (bloom.bg/1VdtN1O) Both companies declined to comment on the report.Shares in Japan Tobacco closed morning trade up 3.0 percent, while the benchmark Nikkei average was flat. Japan Tobacco, whose brands include Winston, Camel and Mevius, wants to become the world's biggest cigarette maker, overtaking first and second-ranked Philip Morris International  and British American Tobacco, though it has not given a time frame.Bolstered by a sizeable war chest with cash and cash equivalents worth 343.6 billion yen ($2.9 billion), it is counting on overseas growth to offset shrinking demand at home, where the smoking population has fallen for two decades.This year the company, which is one-third held by the Japanese government, bought Florida-based electronic-cigarette maker Logic Technology Development LLC for an undisclosed price. That followed its acquisition last year of UK-based Zandera Ltd, best known for its E-Lites brand of e-cigarettes. ($1 = 120.1300 yen)   (Reporting by Rishika Sadam in BENGALURU, Ritsuko Shimizu and Chang-Ran Kim in TOKYO; Editing by Don Sebastian and Edwina Gibbs)",2015-09-25,RAI,"Thu Sep 24, 2015 | 10:53pm EDT",UPDATE 1-Japan Tobacco in talks to buy Reynolds assets worth $5 bln -Bloomberg,http://www.reuters.com//article/reynoldsamerican-divestiture-japantobacc-idUSL4N11V1CH20150925?type=companyNews,0.9838,0.035,0.809,0.156
77,"  Sept 29 U.S. cigarette maker Reynolds American Inc said it would sell the international rights to the Natural American Spirit brand to Japan Tobacco Inc for about $5 billion. The purchase excludes the rights to the brand in the U.S. market, where it is held by Reynolds unit Santa Fe Natural Tobacco Co Inc. (bit.ly/1ODQ2zd)   (Reporting by Subrat Patnaik in Bengaluru; Editing by Savio D'Souza)  ",2015-09-29,RAI,"Tue Sep 29, 2015 | 6:27am EDT",Reynolds to sell certain brand rights to Japan Tobacco for $5 bln,http://www.reuters.com//article/reynolds-amricn-japan-tobacco-ma-idUSL3N11Z39T20150929?type=companyNews,0.6908,0.0,0.902,0.098
78,"  TOKYO Japan Tobacco Inc (2914.T) is in the final stages of talks to buy Reynolds American Inc's (RAI.N) Sante Fe Natural Tobacco unit for about $5 billion, aiming to reach an agreement this week, the Nikkei business daily reported on Tuesday.The potential deal, including the likely price, was first reported by Bloomberg last week, though the report gave no time frame.Officials at Japan Tobacco (JT) and Reynolds American were not immediately available for comment.With the purchase of Sante Fe, JT hopes to gain marketing rights for the Natural American Spirit brand, which is sold in the United States, Japan and Europe, the Nikkei said. Reynolds could exclude American rights for the brand - marketed as additive-free and popular among younger smokers - from the deal, the paper said, without citing its source. A former state monopoly, JT has been aggressively expanding offshore after the government opened the domestic market to foreign competitors in the 1980s and privatized JT in 1994.It has spent billions of dollars to buy tobacco, food and pharmaceutical businesses at home and overseas, including RJR Nabisco's non-U.S. tobacco business for $7.8 billion in 1999, and Britain's Gallaher Group for 7.5 billion pounds ($11.37 billion) in 2007. With brands including Winston, Camel and Mevius, JT wants to eventually become the world's biggest cigarette maker, overtaking first and second-ranked Philip Morris International (PM.N) and British American Tobacco (BATS.L).Shares in JT were down 2.1 percent in early morning trade, roughly in line with the broader Tokyo market.  (Reporting by Chang-Ran Kim; Editing by Stephen Coates)",2015-09-29,RAI,"Mon Sep 28, 2015 | 8:50pm EDT","JT to buy Reynolds' Sante Fe unit, aims for deal this week: Nikkei",http://www.reuters.com//article/us-reynolds-amricn-japan-tobacco-idUSKCN0RT02A20150929?type=companyNews,0.9789,0.023,0.847,0.13
79,"  TOKYO, Sept 29 Japan Tobacco Inc is in the final stages of talks to buy Reynolds American Inc's  Sante Fe Natural Tobacco unit for about $5 billion, aiming to reach an agreement this week, the Nikkei business daily reported on Tuesday.The potential deal, including the likely price, was first reported by Bloomberg last week, though the report gave no time frame.Officials at Japan Tobacco (JT) and Reynolds American were not immediately available for comment.With the purchase of Sante Fe, JT hopes to gain marketing rights for the Natural American Spirit brand, which is sold in the United States, Japan and Europe, the Nikkei said. Reynolds could exclude American rights for the brand - marketed as additive-free and popular among younger smokers - from the deal, the paper said, without citing its source.A former state monopoly, JT has been aggressively expanding offshore after the government opened the domestic market to foreign competitors in the 1980s and privatised JT in 1994. It has spent billions of dollars to buy tobacco, food and pharmaceutical businesses at home and overseas, including RJR Nabisco's non-U.S. tobacco business for $7.8 billion in 1999, and Britain's Gallaher Group for 7.5 billion pounds ($11.37 billion) in 2007. With brands including Winston, Camel and Mevius, JT wants to eventually become the world's biggest cigarette maker, overtaking first and second-ranked Philip Morris International  and British American Tobacco.Shares in JT were down 2.1 percent in early morning trade, roughly in line with the broader Tokyo market.($1 = 0.6597 pounds)   (Reporting by Chang-Ran Kim; Editing by Stephen Coates)",2015-09-29,RAI,"Mon Sep 28, 2015 | 8:43pm EDT","JT to buy Reynolds' Sante Fe unit, aims for deal this week -Nikkei",http://www.reuters.com//article/reynolds-amricn-japan-tobacco-idUSL3N11Z05I20150929?type=companyNews,0.9789,0.023,0.848,0.129
80,"  (Corrects headline to say ""amends"", not ""enters into"", credit agreement)Oct 26 Oct 26 Reynolds American Inc  :  * On December 18, 2014, Reynolds American Inc entered into a credit agreement  * Requested that maturity date of the credit agreement be extended by 12  months, from December 18, 2019 to December 18, 2020  * Source text for Eikon   * Further company coverage ",2015-10-26,RAI,"Mon Oct 26, 2015 | 5:24pm EDT",CORRECTED-BRIEF-Reynolds American amends credit agreement,http://www.reuters.com//article/reynoldsamerican-brief-idUSWNAB08TWJ20151026?type=companyNews,0.2139,0.104,0.794,0.102
81,"  Dec 1 British American Tobacco Plc :* BAT signs Vapour Collaboration Agreement* Signed vapour products technology-sharing agreement with R.J. Reynolds Tobacco Company, a unit of Reynolds American * Agreement provides a framework for collaboration and mutual cross-licensing of parties' vapour product technologies up to Dec.31, 2022 * Signing of agreement comes following an announcement of a term sheet between parties in September, 2015 * Collaboration also contemplates joint research and development activities and co-operation on regulatory, scientific, manufacturing issues relating to vapour products  Source text for Eikon:  Further company coverage:",2015-12-01,RAI,"Tue Dec 1, 2015 | 8:07am EST",BRIEF-BAT signs Vapour Collaboration Agreement with Reynolds American,http://www.reuters.com//article/idUSFWN13Q02B20151201?type=companyNews,0.9552,0.0,0.806,0.194
82,  Dec 1 British American Tobacco Plc* BAT signs vapour collaboration agreement  * Signed vapour products technology-sharing agreement with R.J. Reynolds Tobacco Company unit of Reynolds American  Source text for Eikon:  Further company coverage: ,2015-12-01,RAI,"Tue Dec 1, 2015 | 8:03am EST",BRIEF-British American Tobacco signs vapour collaboration agreement with Reynolds American,http://www.reuters.com//article/idUSFWN13Q02A20151201?type=companyNews,0.7506,0.0,0.819,0.181
83,"   By Trevor Hunnicutt | NEW YORK  NEW YORK S&P Dow Jones Indices is negotiating with asset managers to license its new index, which it says represents companies that focus on the long term rather than the current quarter.   The Long-Term Value Creation Global Index .SPLTVCUN could be the basis for one or more mutual funds, exchange-traded funds or structured products, Vinit Srivastava, S&P's senior director of equity strategy, said in an interview last week.    S&P created the index over the past year in response to concerns that company executives, under pressure from hard-charging board overseers and the earnings calendar, have put short-term wins ahead of building businesses that thrive over time.Designed with the help of the Canada Pension Plan Investment Board, the index consists of companies with what S&P considers strong corporate-governance plans and solid financial numbers.""We have to do things to stop that short-term focus,"" said Poul Winslow, managing director at Toronto-based CPPIB. He said the index relied on a scoring system that draws out important details about how companies are governed.The CPPIB and other institutional investors have committed $2 billion to private funds tracking the index.S&P, a unit of McGraw Hill Financial Inc MHFI.N and the largest provider of indexes tracked by U.S.-listed ETFs, has not decided whether such a license would be exclusive to one asset manager. Srivastava declined to name any bidders or comment further on the discussions. Bringing such a product to market could take several months of planning and regulatory approvals.Asset managers have already had something of a hand in the effort. Focusing Capital on the Long Term, a group that advocated for the index and was founded by CPPIB and management consultant McKinsey & Co in 2013, counts senior management from fund-managing companies BlackRock Inc (BLK.N) and State Street Corp (STT.N) among its members and advisers. DEFINING LONG-TERM To come up with its index, S&P starts with the largest public companies and allocates money to those that produce a hefty return on equity and seem to develop strong policies on legal compliance, environmental reporting and philanthropy. Such practices, advocates like Winslow said, can predict performance better than balance sheets.Among the top companies in the index are health insurer Cigna Corp (CI.N), coffee chain Starbucks Corp (SBUX.O) and industrial conglomerate 3M Co (MMM.N). However, the index does not screen out companies that spend cash buying back their own shares, even though such repurchases have been criticized by investors who would rather see the money go to long-term ventures like capital expenditures or workforce development. One of the long-term index's top holdings, retailer O'Reilly Automotive Inc (ORLY.O), is also one of the largest components of the S&P 500 Buyback Index .SPBUYUP.Srivastava said companies with good governance rules tend to do buybacks ""for the right reasons.""The index's focus on corporate governance does not necessarily mean a focus on social issues, even though pension funds often consider such criteria.Two of the index's top 10 holdings are tobacco companies Reynolds American Inc (RAI.N) and Altria Group Inc (MO.N), which socially conscious investors often screen out. (Reporting by Trevor Hunnicutt; Editing by Linda Stern and Lisa Von Ahn)",2016-03-22,RAI,"Tue Mar 22, 2016 | 3:02pm EDT",Long-term thinking could become focus for a new index fund,http://www.reuters.com//article/investment-funds-longterm-idUSL2N16M1H0?type=companyNews,0.9904,0.013,0.887,0.1
84,  March 23 Reynolds American Inc - * Ceo susan cameron's fy 2015 total compensation $13.4 million versus $10.8 million in fy 2014 - sec filing  Source text : 1.usa.gov/1RzqW7f Further company coverage:    (Bengaluru Newsroom; +1 646 223 8780)  ,2016-03-23,RAI,"Wed Mar 23, 2016 | 12:51pm EDT",BRIEF-Reynolds American CEO Susan Cameron's 2015 total compensation was $13.4 mln,http://www.reuters.com//article/idUSFWN16V0I8?type=companyNews,0.0,0.0,1.0,0.0
85,  May 12 Reynolds American Inc * Files for potential debt shelf; size not disclosed - sec filing  Source text : 1.usa.gov/1WsUk0Z Further company coverage:    (Bengaluru Newsroom; +1 646 223 8780)  ,2016-05-12,RAI,"Thu May 12, 2016 | 4:56pm EDT",BRIEF-Reynolds American files for potential debt shelf for undisclosed sum,http://www.reuters.com//article/idUSFWN18915Z?type=companyNews,-0.3612,0.088,0.912,0.0
86,"  Tobacco giant Reynolds American Inc (RAI.N) said it appointed John Boehner, a former House Speaker and a known smoker of the company's Camel cigarettes, to its board.Boehner retired from Congress last year after serving for four years as speaker of the U.S. House of Representatives. He was known to be a heavy smoker during his time on Capitol Hill.When Boehner left last year, incoming speaker Paul Ryan said he had to ""detoxify the environment"" in his predecessor's old office. Ryan famously quipped that the office smelled like a hotel room or rental car that had been smoked in. (reut.rs/2cY9zjb) Boehner's appointment comes at a time when the tobacco industry is fighting a growing tide of regulation and taxes over its products, including those seen less harmful such as e-cigarettes.Earlier this year, the U.S. government took wide-ranging steps to crack down on e-cigarettes and cigars, which are growing in popularity among teens, and banned sales to anyone under age 18. Reynolds American, which also makes Newport menthol cigarettes, said Boehner will join the board as a Class 2 director, and serve on the board's corporate governance, nominating and sustainability committee, effective immediately.  (Reporting by Siddharth Cavale in Bengaluru; Editing by Saumyadeb Chakrabarty)",2016-09-15,RAI,"Thu Sep 15, 2016 | 2:07pm EDT",Camel smoker John Boehner joins Reynolds American's board,http://www.reuters.com//article/us-reynoldsamerican-board-idUSKCN11L2FD?type=companyNews,0.7783,0.027,0.903,0.07
87,"  Tobacco giant Reynolds American Inc (RAI.N) said it appointed John Boehner, a former House Speaker and a known smoker of the company's Camel cigarettes, to its board.Boehner retired from Congress last year after serving for four years as speaker of the U.S. House of Representatives. He was known to be a heavy smoker during his time on Capitol Hill.When Boehner left last year, incoming speaker Paul Ryan said he had to ""detoxify the environment"" in his predecessor's old office. Ryan famously quipped that the office smelled like a hotel room or rental car that had been smoked in. (reut.rs/2cY9zjb) Boehner's appointment comes at a time when the tobacco industry is fighting a growing tide of regulation and taxes over its products, including those seen less harmful such as e-cigarettes.Earlier this year, the U.S. government took wide-ranging steps to crack down on e-cigarettes and cigars, which are growing in popularity among teens, and banned sales to anyone under age 18. Reynolds American, which also makes Newport menthol cigarettes, said Boehner will join the board as a Class 2 director, and serve on the board's corporate governance, nominating and sustainability committee, effective immediately.  (Reporting by Siddharth Cavale in Bengaluru; Editing by Saumyadeb Chakrabarty)",2016-09-15,RAI,"Thu Sep 15, 2016 | 2:07pm EDT",Camel smoker John Boehner joins Reynolds American's board,http://www.reuters.com//article/reynoldsamerican-board-idUSL3N1BR3T8?type=companyNews,0.7783,0.027,0.903,0.07
